74,58,72,34,49,83,4,92,63,57
68,89,24,91,21,66,77,48,50,76
35,78,6,63,50,82,87,57,67,19
100,44,8,94,83,98,28,61,27,85
90,6,29,75,12,4,19,52,56,87
49,80,92,100,12,53,13,53,100,6
5,13,86,29,85,60,68,21,75,84
81,83,42,78,47,97,73,20,49,15
63,92,93,79,99,78,34,83,99,96
56,9,72,55,81,36,9,25,62,36
38,76,81,27,41,42,46,48,56,29
75,72,7,34,63,53,96,60,40,66
57,95,44,9,88,44,67,34,84,66
57,68,63,40,75,18,17,30,52,56
66,49,49,46,77,91,94,72,76,67
4,58,87,69,61,58,94,67,59,17
14,73,83,12,30,20,71,23,38,16
17,20,54,12,91,30,82,62,92,54
99,25,25,24,29,62,25,28,9,25
60,71,29,81,86,1,20,62,1,78
84,79,65,70,30,17,72,23,46,93
17,82,25,40,10,83,26,60,81,63
33,10,37,70,18,45,57,70,34,11
6,48,77,60,41,8,76,19,69,35
61,36,8,38,8,17,39,48,24,94
46,81,99,33,44,79,31,76,51,37
100,14,65,8,98,82,1,81,98,79
41,9,17,84,96,75,62,61,53,10
15,1,92,49,53,34,63,7,66,49
63,42,47,54,43,77,98,47,83,12
15,6,97,40,95,54,69,50,22,5
50,11,89,20,67,90,85,63,19,36
2,9,17,93,54,37,50,49,85,31
57,47,51,60,10,57,72,25,51,51
54,70,81,11,80,1,34,7,71,71
45,19,92,51,24,37,60,26,10,75
72,86,38,88,23,40,42,86,42,11
28,74,88,17,60,35,89,13,79,14
42,45,54,77,24,90,20,19,57,53
46,30,82,22,69,54,38,6,37,7
37,85,92,96,10,23,14,41,49,20
88,7,4,47,75,89,60,16,92,24
91,57,47,5,23,59,60,97,89,2
57,40,46,19,13,26,8,36,11,28
18,87,42,76,16,85,29,96,66,73
84,17,46,60,10,38,13,25,1,57
46,83,37,88,71,93,14,20,52,81
79,88,24,97,10,39,74,71,26,26
33,13,19,9,24,91,6,49,6,47
87,92,25,57,26,15,100,100,72,36
