90,90,84,72,96,36,47,83,2,29
42,100,81,76,72,80,1,41,40,17
97,95,84,31,88,54,93,77,74,50
86,6,9,38,91,48,13,100,94,88
13,67,92,16,20,75,80,91,66,36
76,9,60,52,83,78,66,13,8,98
39,90,88,29,88,57,32,73,80,43
38,34,53,60,31,47,87,71,30,97
23,46,48,52,77,24,93,50,20,7
79,61,8,22,17,77,91,63,30,16
33,6,33,97,99,79,28,2,35,43
12,77,78,77,6,77,65,25,11,48
90,62,38,20,7,5,26,6,47,24
37,12,56,52,15,36,24,52,45,34
61,72,36,49,68,11,50,27,66,69
62,58,57,18,75,37,71,49,93,98
62,17,79,5,64,34,5,17,83,26
75,62,35,7,63,18,23,65,41,48
51,45,45,23,20,32,68,49,47,52
25,52,38,77,33,42,93,33,15,58
95,47,95,8,1,11,19,38,80,22
32,76,18,53,99,53,30,25,38,91
14,74,70,16,29,9,88,23,28,89
39,29,96,5,54,90,14,79,68,70
13,42,50,81,21,61,59,2,27,25
34,97,45,52,22,42,7,87,50,14
21,95,91,5,88,71,60,2,33,59
78,26,2,71,38,34,56,26,54,79
93,51,70,29,71,19,93,97,52,37
66,47,2,75,10,33,21,76,97,93
56,29,7,15,37,3,59,22,93,31
52,78,31,9,98,15,42,18,23,19
35,89,64,39,61,40,22,4,30,22
9,8,31,3,16,64,72,11,13,35
75,42,71,4,50,99,75,43,52,74
38,41,27,13,33,50,44,35,38,90
54,89,14,77,46,81,43,81,7,52
14,57,21,16,25,7,84,92,4,52
42,41,36,46,5,90,18,19,30,17
39,31,35,56,26,77,51,34,64,19
34,1,75,36,68,19,78,99,95,44
15,69,57,84,14,63,73,34,84,75
23,100,100,42,18,8,50,58,40,22
42,55,8,1,70,1,54,64,74,98
59,73,88,3,98,75,29,98,11,8
19,68,1,29,82,71,87,89,4,58
7,36,95,25,50,96,12,89,46,79
24,22,25,6,84,72,11,74,90,61
1,34,59,73,5,21,13,83,1,8
58,75,47,7,73,64,93,49,92,25
