20,32,42,40
94,98,44,89
83,34,95,26
92,39,88,84
93,71,44,27
31,71,35,44
42,91,76,21
84,7,21,1
45,20,43,62
46,66,14,89
60,18,68,74
98,88,99,39
31,79,91,51
81,17,64,57
74,62,41,68
90,88,40,41
98,6,65,70
45,47,3,83
42,32,96,53
81,94,38,40
54,53,12,28
66,80,17,91
98,55,10,9
73,32,69,7
81,76,57,21
28,99,85,16
76,8,94,62
10,3,62,28
40,93,52,31
91,33,20,41
92,44,47,51
30,59,20,14
31,29,90,38
59,54,37,83
26,95,33,72
68,36,22,69
40,93,53,38
56,76,44,20
93,92,44,27
33,29,45,73
50,48,39,52
87,57,30,23
90,29,8,70
85,81,33,69
83,39,98,59
80,61,83,37
91,35,45,72
71,22,24,64
70,59,22,24
83,29,77,77
