46,86,36,69
49,95,61,29
28,41,19,82
95,51,38,95
32,82,36,10
75,43,5,2
86,43,48,22
47,6,89,34
53,70,61,10
74,97,3,92
41,46,49,6
60,57,39,56
97,95,10,79
59,53,21,54
72,91,16,64
46,75,64,5
93,14,89,15
35,89,2,58
26,11,1,29
60,9,4,76
83,6,5,18
20,73,62,99
68,20,13,93
6,56,21,21
64,49,21,22
26,79,99,17
70,7,40,28
25,86,39,69
30,14,50,32
8,56,50,57
55,1,95,82
32,63,60,59
80,83,53,18
92,54,67,39
67,10,40,8
9,57,85,54
29,85,94,96
16,8,61,88
62,9,13,61
95,34,64,16
62,46,66,8
56,36,40,80
72,10,31,63
91,53,73,60
59,7,90,45
54,63,34,54
70,86,31,6
4,85,55,44
32,39,15,65
39,95,63,33
