99,76,13,37
87,89,41,74
6,99,22,22
28,72,30,4
29,6,40,45
60,50,54,14
89,18,85,35
3,63,16,52
35,24,31,95
63,32,67,66
37,21,29,23
91,14,1,32
54,73,47,22
42,13,6,73
41,99,80,98
10,97,72,56
99,10,29,74
31,87,23,75
65,97,3,53
90,72,40,55
33,46,75,85
85,82,25,17
29,88,6,44
57,40,67,24
36,91,36,63
36,70,4,70
45,67,22,99
74,64,44,53
53,81,86,99
90,18,5,4
22,60,79,64
34,32,69,38
11,39,41,56
71,16,72,68
7,71,24,23
37,37,91,39
90,58,38,89
47,6,12,49
8,79,95,13
57,88,6,18
74,30,97,16
83,14,14,51
26,62,27,92
73,75,36,68
57,66,3,94
14,24,28,34
59,64,32,70
87,16,46,3
18,13,53,54
59,15,84,40
