16,58,68,92
63,3,43,4
63,30,22,3
77,97,29,59
17,72,39,13
80,41,58,60
21,34,54,93
50,70,2,78
2,39,58,60
4,13,54,81
60,72,75,42
81,62,59,8
38,35,14,46
72,30,22,97
83,52,48,41
6,36,77,75
57,78,80,86
3,38,31,88
15,71,20,66
83,20,71,16
59,73,97,17
65,22,27,1
25,14,76,21
96,75,50,26
9,17,74,99
19,43,33,87
82,11,84,39
72,27,84,27
44,75,21,77
8,27,1,33
61,2,8,44
98,44,68,82
83,56,50,45
25,54,83,33
28,24,93,75
72,79,78,70
84,83,87,15
74,16,44,41
66,74,30,64
40,33,98,87
91,19,35,11
47,27,75,47
61,33,43,97
99,2,81,17
30,54,73,30
86,89,52,99
34,71,73,1
69,44,10,74
82,50,13,65
65,53,60,70
