55,35,56,8
22,46,24,75
99,17,82,44
76,36,59,47
15,74,91,51
37,62,17,76
88,4,96,54
37,80,32,81
47,49,1,15
25,2,23,4
84,50,6,46
95,56,20,83
28,21,17,69
59,65,53,75
78,75,44,44
28,57,50,15
2,44,59,6
71,54,9,81
56,74,6,88
12,24,44,30
26,49,27,40
14,67,45,68
38,79,91,92
44,81,63,4
21,37,64,46
51,68,59,10
71,73,96,24
67,36,13,51
63,64,66,65
4,65,66,58
56,6,74,72
81,57,20,43
7,49,3,51
33,85,73,88
15,31,64,45
1,91,39,12
47,11,71,88
58,21,70,45
96,16,39,75
96,52,41,58
79,68,29,87
13,46,84,22
26,57,50,3
7,55,18,92
14,29,51,96
1,13,4,5
60,12,4,18
37,20,83,43
19,33,26,23
74,67,20,36
