47,63,3,90
13,28,28,39
77,90,30,32
27,82,4,6
68,92,55,46
13,88,72,34
79,30,58,19
86,63,37,10
8,32,72,37
27,80,10,98
17,43,82,69
97,37,43,41
79,32,14,57
83,28,55,48
49,58,33,93
71,23,13,72
7,66,50,63
81,46,83,33
46,55,20,56
16,86,58,54
84,23,32,30
43,80,20,71
41,92,75,90
21,15,17,42
77,42,92,95
54,6,49,76
77,35,4,61
75,45,91,99
25,30,50,80
14,90,76,50
70,39,99,92
44,95,24,40
99,74,46,88
70,30,82,28
78,62,1,68
97,43,53,70
50,84,68,92
68,46,47,9
81,85,2,60
46,82,15,34
27,73,4,6
76,84,2,74
60,10,60,23
32,23,19,95
76,22,50,70
50,62,91,74
59,60,97,3
73,51,58,95
52,57,8,37
35,72,23,74
