72,32,7,43
43,49,47,21
52,16,65,47
12,10,52,5
80,74,69,4
92,69,62,31
38,57,43,45
4,82,7,64
27,62,36,61
72,44,74,49
59,71,33,94
21,92,44,24
37,35,86,58
41,48,45,53
41,4,53,68
13,73,67,53
8,22,27,1
29,24,20,91
62,83,40,37
39,38,96,98
58,28,62,63
6,47,40,72
23,64,81,47
38,96,3,53
40,69,22,96
33,22,2,32
50,46,64,10
21,56,37,30
62,66,24,55
53,21,50,32
93,80,78,64
12,15,96,77
68,42,48,91
86,2,31,18
87,2,93,46
78,75,71,46
42,46,1,73
97,30,80,89
16,84,32,1
75,46,35,70
34,97,31,5
26,62,41,26
28,10,67,1
64,81,85,94
93,30,50,98
18,46,54,3
23,12,87,64
8,32,11,23
44,9,18,40
61,20,95,84
