39,61,74,64
48,83,80,84
64,19,74,68
28,56,72,88
33,64,30,64
61,1,51,59
16,91,69,87
60,35,22,45
80,25,43,12
19,85,22,70
82,71,76,23
63,76,84,27
43,99,73,82
21,60,17,76
89,21,42,2
90,77,52,91
50,64,84,22
21,65,3,91
94,14,25,86
30,94,69,75
75,85,92,6
55,41,95,85
9,93,65,14
88,99,71,6
89,73,80,98
58,21,8,9
42,10,5,30
6,46,40,11
17,80,22,86
20,4,91,62
40,27,5,6
39,53,89,99
29,81,96,96
53,87,9,32
27,39,67,88
49,55,28,12
75,78,17,30
94,76,86,20
1,54,89,48
10,98,63,53
7,18,51,76
28,39,63,59
85,14,15,17
35,75,77,20
94,74,50,63
20,6,26,4
18,65,26,78
77,10,72,83
90,96,74,71
82,9,82,30
