49,76,12,75,13
12,8,44,19,59
5,23,79,44,44
82,81,69,11,15
14,49,79,26,60
63,98,69,82,64
71,22,52,12,59
56,4,23,91,8
66,21,15,78,29
59,22,58,30,27
83,7,36,18,41
66,68,47,91,80
63,87,61,10,28
33,29,27,51,10
5,87,90,9,12
16,13,91,88,57
17,95,44,36,98
44,40,43,47,54
4,60,47,36,58
45,12,32,6,25
51,64,97,9,66
80,35,66,25,63
26,90,69,22,97
18,37,45,24,43
41,70,20,17,68
68,60,62,97,63
47,55,76,60,2
41,42,73,36,29
22,17,53,36,28
8,53,23,67,57
15,15,95,69,97
94,93,47,80,15
71,14,49,47,23
9,16,63,4,24
95,90,43,92,22
25,55,63,8,17
60,36,66,7,83
8,94,60,1,98
11,73,68,86,26
40,7,32,32,34
