4,10,94,33,25
59,14,95,83,59
96,54,38,60,51
36,37,93,63,39
82,84,17,82,86
28,61,23,83,83
6,43,20,35,3
87,50,92,73,32
65,83,67,66,34
93,31,97,96,29
45,56,22,13,76
66,53,76,84,61
13,11,1,97,97
92,38,89,71,72
33,47,10,25,12
87,90,98,58,77
48,40,3,9,45
13,2,50,82,47
57,44,3,66,79
99,5,80,3,60
41,98,33,48,75
57,64,4,56,40
18,74,17,35,10
46,97,86,50,49
96,46,88,82,53
39,41,72,16,13
60,66,32,33,51
11,85,94,36,96
20,69,75,14,1
24,98,27,6,79
81,64,41,57,27
94,93,79,19,9
15,33,40,50,5
53,2,99,37,98
91,72,55,46,90
30,83,67,65,31
65,45,10,44,43
31,53,95,13,48
72,75,18,20,73
78,62,81,77,72
