50,39,99,87,78
84,16,91,25,19
60,37,33,81,23
8,36,77,35,9
73,48,5,56,41
38,28,80,96,50
71,76,91,8,61
85,78,55,54,67
21,80,49,80,6
15,83,2,24,13
87,22,78,70,14
66,71,32,92,38
25,66,57,12,63
86,72,39,19,57
24,94,41,12,59
40,66,3,99,27
73,49,68,69,13
15,61,5,75,13
2,70,91,49,42
10,58,38,82,55
84,87,62,19,9
73,78,15,82,4
4,66,35,19,6
9,78,89,35,32
64,17,63,65,66
12,50,30,53,2
42,91,17,61,27
5,55,87,73,91
69,51,34,89,54
46,12,91,81,63
61,86,70,86,22
16,35,37,30,83
2,67,28,22,74
97,32,18,84,20
98,90,69,71,64
49,81,7,90,83
32,65,41,70,7
76,88,83,25,99
27,27,12,87,96
81,62,99,14,2
