22,29,25,77,26
32,46,82,40,78
92,49,23,90,39
72,58,73,38,98
42,74,34,16,20
78,24,74,82,80
49,59,36,10,83
49,61,12,6,66
11,40,75,63,38
17,39,17,28,79
81,56,62,89,37
21,57,35,9,96
76,57,6,62,59
50,18,7,16,91
17,53,87,33,32
25,44,56,19,18
41,48,35,40,98
68,90,52,38,22
15,79,41,65,8
77,32,88,39,91
11,37,38,42,5
32,37,90,43,70
30,28,96,21,54
18,17,13,48,57
27,72,65,4,3
85,30,67,62,90
78,49,68,6,91
89,96,5,54,61
72,42,14,12,35
23,50,12,49,61
78,80,46,38,49
93,50,67,44,4
48,1,47,47,48
25,8,18,43,37
65,8,51,58,31
9,79,30,98,65
46,50,59,48,50
26,47,4,48,97
40,75,96,50,33
5,56,70,55,39
