80,7,55,41,44
61,24,5,75,1
33,59,4,41,23
70,96,11,80,62
48,77,27,5,85
25,39,24,73,60
42,90,22,5,4
80,71,19,65,93
93,8,20,62,13
83,2,25,82,29
99,76,69,44,17
14,28,94,47,66
22,36,20,74,61
4,99,50,93,58
75,40,34,3,35
21,25,14,62,72
5,90,22,72,72
78,12,66,25,30
91,24,70,78,53
30,27,93,90,85
64,56,39,57,54
29,83,86,33,9
94,84,43,49,38
71,90,42,92,83
97,43,48,4,1
65,53,51,36,10
33,24,30,82,41
14,33,74,24,70
30,10,60,4,18
23,56,50,61,24
54,75,76,33,69
60,92,51,60,44
25,96,61,8,48
43,87,87,39,99
28,29,6,40,38
22,20,68,51,35
65,14,86,10,96
57,22,85,18,63
60,60,33,56,60
42,51,81,8,36
