3,8,1
5,58,1
12,5,1
31,3,1
34,3,1
40,8,1
49,38,1
50,16,1
54,10,1
60,5,1
62,18,1
64,5,1
66,37,1
72,14,1
74,15,1
75,31,1
79,34,1
80,4,1
2,8,2
7,26,2
10,14,2
11,40,2
19,5,2
24,6,2
26,18,2
29,7,2
30,48,2
38,32,2
47,27,2
53,27,2
57,22,2
71,15,2
73,12,2
78,6,2
6,3,3
8,1,3
13,11,3
15,32,3
20,28,3
27,19,3
32,56,3
35,17,3
37,27,3
43,31,3
45,3,3
46,6,3
56,4,3
58,17,3
67,4,3
68,3,3
69,22,3
76,28,3
1,7,4
4,31,4
9,36,4
16,6,4
18,26,4
22,11,4
36,9,4
39,44,4
41,19,4
42,22,4
61,25,4
65,19,4
70,19,4
77,38,4
14,30,5
17,32,5
21,21,5
23,49,5
25,10,5
28,1,5
33,5,5
44,61,5
48,8,5
51,3,5
52,16,5
55,8,5
59,29,5
63,37,5
