5,18,1
8,5,1
14,36,1
17,3,1
18,8,1
23,34,1
25,15,1
30,19,1
35,9,1
36,3,1
38,13,1
50,35,1
53,14,1
55,13,1
61,18,1
62,11,1
70,13,1
72,11,1
3,7,2
4,2,2
7,68,2
34,27,2
37,25,2
42,38,2
44,20,2
47,15,2
58,5,2
67,1,2
76,16,2
78,48,2
79,5,2
1,15,3
10,12,3
15,5,3
21,7,3
22,6,3
26,5,3
29,5,3
31,37,3
39,19,3
45,20,3
51,18,3
59,1,3
63,6,3
66,20,3
69,42,3
71,2,3
74,6,3
75,23,3
77,23,3
9,5,4
16,11,4
27,10,4
28,53,4
32,27,4
33,31,4
40,22,4
49,43,4
52,13,4
56,25,4
60,21,4
65,17,4
2,7,5
6,7,5
11,5,5
12,8,5
13,47,5
19,19,5
20,51,5
24,19,5
41,1,5
43,10,5
46,8,5
48,8,5
54,10,5
57,25,5
64,13,5
68,14,5
73,9,5
80,15,5
