5,29,1
8,6,1
9,22,1
16,52,1
19,42,1
28,5,1
30,4,1
31,1,1
39,22,1
42,4,1
46,8,1
48,9,1
54,7,1
61,15,1
66,15,1
77,17,1
79,68,1
3,31,2
6,8,2
13,30,2
17,42,2
24,22,2
25,21,2
26,3,2
32,29,2
36,16,2
37,36,2
38,14,2
50,21,2
56,2,2
65,7,2
69,10,2
73,5,2
74,3,2
76,25,2
2,12,3
41,35,3
43,23,3
45,42,3
47,42,3
53,4,3
57,30,3
59,8,3
62,2,3
63,44,3
71,16,3
72,18,3
78,49,3
1,8,4
4,5,4
7,8,4
11,28,4
12,13,4
20,9,4
21,35,4
22,29,4
27,14,4
33,10,4
34,9,4
35,42,4
40,23,4
44,5,4
51,57,4
58,9,4
67,10,4
70,8,4
10,14,5
14,29,5
15,6,5
18,1,5
23,33,5
29,2,5
49,17,5
52,11,5
55,5,5
60,24,5
64,29,5
68,83,5
75,9,5
80,56,5
