4,59,1
7,1,1
14,6,1
20,11,1
21,35,1
27,10,1
36,1,1
44,37,1
52,29,1
60,13,1
64,10,1
75,35,1
1,21,2
3,38,2
12,29,2
15,18,2
18,1,2
19,2,2
25,18,2
31,14,2
33,4,2
35,2,2
38,5,2
39,14,2
41,15,2
42,2,2
47,8,2
54,1,2
57,6,2
59,10,2
61,17,2
63,1,2
70,10,2
73,10,2
74,3,2
6,4,3
8,41,3
10,31,3
13,20,3
17,7,3
26,43,3
32,8,3
34,8,3
46,9,3
49,23,3
53,15,3
68,2,3
79,14,3
80,24,3
5,14,4
11,41,4
16,7,4
23,9,4
29,6,4
30,29,4
43,15,4
45,11,4
48,1,4
51,17,4
56,13,4
62,41,4
65,1,4
66,32,4
78,10,4
2,4,5
9,35,5
22,8,5
24,34,5
28,68,5
37,21,5
40,12,5
50,6,5
55,16,5
58,2,5
67,1,5
69,16,5
71,5,5
72,2,5
76,18,5
77,2,5
