71,76,52,55,98,33,66,84,71,67
91,70,4,79,74,68,41,58,62,57
25,78,26,10,11,26,14,1,50,64
43,83,82,3,77,74,21,76,14,88
87,58,68,22,69,23,83,66,21,25
93,73,79,78,43,1,22,18,3,39
50,59,57,19,96,81,100,73,18,29
2,84,48,5,46,6,89,29,12,82
71,58,1,84,73,90,8,98,46,94
48,9,14,7,10,36,3,9,94,16
13,79,78,90,34,16,3,11,21,3
93,2,58,91,69,85,86,30,38,33
79,13,88,33,18,66,23,1,37,71
99,48,97,80,15,29,86,16,55,24
98,35,72,49,64,78,38,56,57,89
61,78,3,36,54,62,8,25,96,16
18,15,25,64,97,11,8,99,100,73
83,23,39,34,65,62,82,42,83,2
27,1,88,22,49,78,30,38,86,68
17,28,5,25,3,2,77,13,47,30
94,97,87,37,89,80,62,99,77,90
28,2,92,41,55,72,98,45,89,13
39,72,14,48,63,59,69,24,93,58
8,13,66,86,9,75,83,70,62,22
10,18,53,30,22,100,42,99,82,53
45,31,61,81,7,93,53,14,50,11
89,98,23,89,33,100,77,54,12,81
26,22,63,37,48,20,20,67,96,32
83,47,53,58,15,82,78,40,19,25
42,25,80,9,34,93,98,73,14,89
95,15,74,44,85,25,72,42,38,51
37,66,95,24,16,23,36,33,75,30
70,54,3,50,8,25,66,78,57,38
11,55,7,70,39,43,73,65,92,34
49,22,96,25,79,34,63,64,54,80
39,40,14,64,4,42,65,62,48,49
77,1,87,44,41,16,15,35,92,14
13,15,29,77,73,76,19,50,95,50
42,97,7,95,65,50,69,68,63,45
67,48,27,83,98,12,24,16,52,100
70,56,86,48,27,4,37,30,17,6
11,28,88,66,64,56,95,53,53,35
49,68,90,65,85,74,29,91,81,26
84,3,5,26,42,88,24,70,81,44
19,92,16,25,75,60,13,57,80,33
16,68,69,4,35,93,23,52,77,74
54,36,37,73,80,84,6,81,69,14
31,74,4,98,49,25,74,50,50,12
52,67,98,24,4,79,93,3,73,36
1,50,72,70,1,47,24,1,44,82
85,36,57,41,82,52,1,55,28,31
17,9,73,48,71,98,51,94,94,96
28,21,72,57,15,70,22,59,14,4
51,98,14,60,37,4,6,28,69,40
20,36,55,16,5,61,9,47,12,49
33,64,10,29,19,69,50,73,71,14
58,36,59,32,95,56,64,14,68,58
63,87,81,95,99,7,9,41,94,10
14,77,74,75,81,2,78,13,80,61
22,34,62,93,45,66,62,37,30,100
10,59,51,55,19,13,33,75,13,32
28,84,39,46,8,63,94,12,36,81
18,24,47,48,80,34,23,49,50,50
56,37,66,93,5,37,63,59,77,55
86,63,85,8,34,29,93,99,75,66
32,9,68,30,70,77,92,49,78,78
90,39,18,69,43,2,54,31,92,10
37,86,3,41,50,56,57,98,35,50
31,72,13,90,65,26,33,89,18,98
57,18,15,98,15,50,4,17,63,32
39,75,80,55,58,45,82,85,4,95
24,65,69,68,87,35,79,57,29,53
55,68,31,44,34,29,28,45,3,15
55,87,85,19,5,44,45,2,75,1
1,10,66,48,30,20,57,27,96,62
64,90,54,48,46,75,75,46,71,44
51,47,71,80,95,89,3,52,33,40
42,87,100,79,14,29,32,34,97,96
9,55,86,63,91,71,99,31,32,68
27,63,21,62,55,56,53,19,39,41
86,99,97,98,16,95,8,65,83,98
34,34,46,56,43,96,92,76,38,46
40,47,62,18,27,47,21,17,29,94
68,14,14,93,38,31,18,44,32,95
19,63,36,2,19,24,22,46,55,95
5,35,83,49,16,93,86,27,22,95
2,96,91,75,71,85,6,99,81,17
38,37,29,32,48,31,56,48,66,19
45,98,2,59,83,43,75,2,84,30
94,27,84,55,64,2,37,72,19,29
80,58,90,68,74,95,34,21,76,56
57,53,79,47,56,15,52,89,88,2
37,41,98,45,96,84,55,58,67,52
98,73,8,65,97,65,34,44,22,70
4,55,2,39,71,91,67,35,56,91
73,41,55,86,42,47,42,20,8,80
17,95,15,95,25,55,7,22,84,36
87,33,35,32,7,50,87,48,37,51
89,35,77,48,33,5,20,16,20,91
92,61,43,67,90,99,63,62,56,51
