13,15,1
17,4,1
18,13,1
25,27,1
34,17,1
57,23,1
74,16,1
80,24,1
82,1,1
86,2,1
93,15,1
111,27,1
121,5,1
130,24,1
132,10,1
142,3,1
148,6,1
166,18,1
173,2,1
174,4,1
193,12,1
195,5,1
198,3,1
212,22,1
213,1,1
224,7,1
234,2,1
236,9,1
279,10,1
281,1,1
294,4,1
295,26,1
297,2,1
352,4,1
369,1,1
372,3,1
374,14,1
376,26,1
388,1,1
20,1,2
28,17,2
35,2,2
42,2,2
43,2,2
44,4,2
53,15,2
64,6,2
112,13,2
118,22,2
126,2,2
136,19,2
144,5,2
153,7,2
154,7,2
159,9,2
163,12,2
180,1,2
188,30,2
196,3,2
201,9,2
207,15,2
228,25,2
249,15,2
263,17,2
266,2,2
271,17,2
275,6,2
290,8,2
302,7,2
303,8,2
305,6,2
314,11,2
321,28,2
324,9,2
332,9,2
340,14,2
350,1,2
354,2,2
391,12,2
392,9,2
1,4,3
7,28,3
12,12,3
38,7,3
52,14,3
65,1,3
73,38,3
90,13,3
91,17,3
107,1,3
108,3,3
120,11,3
125,4,3
138,1,3
155,10,3
162,6,3
172,14,3
186,7,3
190,1,3
206,3,3
214,10,3
219,7,3
221,2,3
226,5,3
229,2,3
238,5,3
239,5,3
242,9,3
250,3,3
251,13,3
254,22,3
264,21,3
283,23,3
286,1,3
307,2,3
311,4,3
343,11,3
344,2,3
345,4,3
348,7,3
363,7,3
377,18,3
395,17,3
396,14,3
2,21,4
3,5,4
14,8,4
30,16,4
31,20,4
39,3,4
45,3,4
47,14,4
48,11,4
60,8,4
77,2,4
95,2,4
97,10,4
109,11,4
113,9,4
131,3,4
133,3,4
157,1,4
158,2,4
165,6,4
168,6,4
199,1,4
211,3,4
235,20,4
237,22,4
259,50,4
265,3,4
270,5,4
284,5,4
299,25,4
304,6,4
312,8,4
329,5,4
349,25,4
353,9,4
360,19,4
366,5,4
378,23,4
379,5,4
393,6,4
15,15,5
16,20,5
26,12,5
29,3,5
49,12,5
54,1,5
56,34,5
75,15,5
88,5,5
94,2,5
102,8,5
110,1,5
114,17,5
137,2,5
139,10,5
160,13,5
164,7,5
169,6,5
176,13,5
215,4,5
222,10,5
227,16,5
231,3,5
253,7,5
269,2,5
292,15,5
293,6,5
306,1,5
315,4,5
317,14,5
322,4,5
326,2,5
328,6,5
330,34,5
334,7,5
339,7,5
351,4,5
367,5,5
381,9,5
385,6,5
389,47,5
6,12,6
19,8,6
37,36,6
46,15,6
67,1,6
72,5,6
115,4,6
123,1,6
135,6,6
151,14,6
170,3,6
177,8,6
179,8,6
182,3,6
184,14,6
187,11,6
197,37,6
200,9,6
216,8,6
225,13,6
230,11,6
232,26,6
241,1,6
247,12,6
255,1,6
261,24,6
272,4,6
285,4,6
308,15,6
313,6,6
320,18,6
337,8,6
347,9,6
365,9,6
373,2,6
383,2,6
387,8,6
398,29,6
399,4,6
11,2,7
22,15,7
23,7,7
36,13,7
50,3,7
62,5,7
66,3,7
100,16,7
116,1,7
127,12,7
140,8,7
146,3,7
147,37,7
156,12,7
161,2,7
175,9,7
183,2,7
210,6,7
217,1,7
223,40,7
248,12,7
273,15,7
274,5,7
277,12,7
282,2,7
289,21,7
291,8,7
298,1,7
316,16,7
325,33,7
327,28,7
335,2,7
342,12,7
346,7,7
358,4,7
375,29,7
386,5,7
4,4,8
5,10,8
10,10,8
40,1,8
41,1,8
51,2,8
58,9,8
83,4,8
84,14,8
92,7,8
96,31,8
105,12,8
106,1,8
117,1,8
124,1,8
128,13,8
141,15,8
145,4,8
149,2,8
167,21,8
181,15,8
185,1,8
191,2,8
204,33,8
205,5,8
208,12,8
233,8,8
240,4,8
246,6,8
256,26,8
262,4,8
276,2,8
287,13,8
288,8,8
300,7,8
301,25,8
310,18,8
333,7,8
336,10,8
338,3,8
355,1,8
384,18,8
397,17,8
400,1,8
8,15,9
24,4,9
27,7,9
33,18,9
59,20,9
63,6,9
68,16,9
71,3,9
76,2,9
79,14,9
81,33,9
87,48,9
89,2,9
101,4,9
103,1,9
104,3,9
129,12,9
134,2,9
143,3,9
152,4,9
171,1,9
189,12,9
194,5,9
202,1,9
203,22,9
220,2,9
244,9,9
252,8,9
257,5,9
260,14,9
278,9,9
323,12,9
331,4,9
341,29,9
356,23,9
357,8,9
359,4,9
364,10,9
368,8,9
371,1,9
390,3,9
9,26,10
21,2,10
32,5,10
55,2,10
61,5,10
69,6,10
70,3,10
78,6,10
85,20,10
98,10,10
99,1,10
119,20,10
122,2,10
150,21,10
178,23,10
192,18,10
209,2,10
218,12,10
243,17,10
245,4,10
258,7,10
267,5,10
268,45,10
280,6,10
296,39,10
309,12,10
318,1,10
319,6,10
361,7,10
362,23,10
370,9,10
380,6,10
382,20,10
394,17,10
