8,13,1
10,21,1
18,5,1
28,10,1
29,10,1
31,10,1
42,4,1
63,13,1
71,41,1
93,10,1
100,18,1
104,2,1
122,4,1
132,8,1
156,4,1
166,2,1
171,18,1
182,8,1
183,15,1
187,13,1
200,8,1
209,27,1
213,35,1
227,12,1
229,13,1
239,2,1
283,2,1
292,7,1
295,4,1
309,8,1
313,6,1
314,3,1
326,13,1
331,17,1
345,4,1
376,6,1
4,7,2
16,1,2
35,2,2
36,4,2
40,14,2
74,14,2
75,10,2
78,21,2
86,10,2
96,11,2
109,6,2
110,2,2
121,12,2
131,4,2
146,19,2
149,18,2
153,6,2
154,20,2
161,23,2
172,1,2
181,12,2
198,3,2
202,7,2
210,10,2
231,3,2
233,7,2
235,3,2
245,11,2
256,9,2
260,10,2
269,9,2
273,6,2
293,11,2
294,17,2
307,9,2
320,6,2
329,2,2
351,10,2
371,8,2
373,14,2
389,23,2
399,1,2
20,3,3
24,8,3
33,4,3
37,6,3
46,32,3
47,6,3
49,11,3
52,39,3
54,1,3
67,2,3
111,7,3
118,9,3
120,2,3
124,5,3
133,12,3
137,3,3
139,8,3
141,13,3
157,1,3
165,17,3
167,13,3
170,6,3
190,2,3
204,1,3
208,9,3
232,1,3
241,11,3
253,13,3
263,8,3
270,1,3
272,16,3
284,2,3
287,6,3
312,8,3
330,17,3
334,26,3
357,1,3
369,36,3
372,11,3
385,14,3
386,5,3
1,2,4
12,11,4
23,4,4
44,23,4
45,2,4
50,3,4
58,5,4
65,9,4
79,8,4
82,4,4
85,15,4
107,17,4
117,4,4
134,18,4
135,1,4
150,8,4
184,9,4
186,12,4
196,3,4
201,1,4
205,26,4
224,10,4
230,12,4
237,1,4
271,36,4
281,1,4
289,7,4
311,37,4
317,32,4
347,6,4
353,25,4
356,18,4
367,22,4
374,3,4
6,18,5
13,2,5
26,10,5
38,4,5
66,21,5
72,7,5
80,2,5
81,4,5
83,22,5
90,1,5
123,4,5
128,21,5
144,13,5
148,2,5
160,2,5
177,2,5
178,2,5
188,7,5
195,9,5
199,22,5
203,17,5
207,8,5
218,3,5
219,1,5
223,13,5
236,2,5
240,10,5
243,4,5
251,3,5
262,16,5
264,10,5
268,11,5
275,2,5
285,1,5
300,4,5
302,1,5
305,1,5
348,47,5
379,9,5
381,15,5
387,23,5
397,20,5
11,14,6
15,12,6
27,7,6
41,5,6
48,14,6
57,28,6
106,7,6
108,16,6
112,11,6
138,4,6
151,27,6
158,16,6
159,7,6
176,7,6
189,14,6
193,3,6
197,2,6
244,10,6
248,17,6
249,1,6
252,30,6
279,3,6
286,3,6
291,8,6
303,3,6
310,7,6
316,7,6
321,18,6
328,2,6
333,3,6
338,4,6
343,1,6
350,6,6
361,7,6
363,42,6
370,1,6
378,3,6
383,3,6
384,19,6
393,3,6
7,8,7
21,9,7
34,6,7
51,7,7
61,2,7
62,7,7
64,4,7
70,10,7
88,9,7
89,3,7
95,10,7
102,5,7
105,6,7
115,26,7
126,11,7
129,5,7
136,4,7
143,8,7
147,1,7
169,10,7
180,5,7
191,1,7
194,9,7
217,12,7
220,7,7
226,3,7
246,13,7
261,27,7
267,6,7
274,3,7
276,14,7
277,2,7
288,2,7
297,3,7
308,18,7
322,36,7
337,14,7
340,26,7
362,5,7
366,30,7
375,4,7
392,5,7
19,10,8
32,37,8
43,15,8
56,4,8
59,11,8
60,24,8
77,2,8
91,3,8
94,15,8
127,20,8
130,1,8
163,21,8
164,10,8
173,7,8
175,1,8
179,16,8
206,6,8
214,17,8
234,1,8
238,2,8
247,1,8
250,21,8
254,17,8
266,12,8
280,3,8
306,11,8
318,30,8
342,1,8
349,15,8
360,6,8
380,5,8
382,11,8
388,15,8
390,4,8
396,11,8
398,10,8
5,12,9
22,8,9
68,17,9
69,5,9
87,1,9
92,7,9
97,2,9
101,50,9
116,15,9
119,6,9
125,5,9
142,5,9
162,6,9
168,25,9
192,2,9
211,8,9
216,21,9
222,4,9
242,12,9
255,18,9
257,15,9
258,3,9
259,21,9
265,5,9
290,14,9
296,4,9
315,1,9
319,46,9
327,5,9
336,3,9
341,3,9
344,8,9
346,14,9
352,2,9
355,5,9
364,1,9
394,15,9
2,14,10
3,1,10
9,13,10
14,10,10
17,1,10
25,10,10
30,15,10
39,14,10
53,5,10
55,7,10
73,16,10
76,7,10
84,10,10
98,4,10
99,5,10
103,1,10
113,4,10
114,6,10
140,2,10
145,8,10
152,3,10
155,8,10
174,1,10
185,11,10
212,14,10
215,11,10
221,1,10
225,6,10
228,26,10
278,9,10
282,18,10
298,2,10
299,11,10
301,16,10
304,2,10
323,9,10
324,4,10
325,2,10
332,4,10
335,10,10
339,5,10
354,7,10
358,11,10
359,9,10
365,6,10
368,7,10
377,10,10
391,8,10
395,7,10
400,5,10
