66,34,38,66,87
85,2,11,39,71
54,51,31,17,29
34,91,57,19,93
11,99,32,3,86
86,74,56,98,13
6,91,14,39,85
93,55,38,28,71
47,37,70,32,54
45,43,51,51,88
68,51,71,23,95
91,51,80,90,21
15,83,66,69,40
81,88,54,19,68
42,63,11,68,23
49,16,56,63,50
63,3,19,61,97
37,20,12,12,38
30,9,78,52,40
7,63,90,6,44
76,100,69,40,86
79,20,69,46,91
94,91,92,1,38
26,34,96,98,28
34,26,90,89,71
10,91,2,52,82
99,100,9,58,1
56,98,70,36,21
17,18,48,93,53
20,59,8,33,42
41,47,35,69,71
14,46,6,12,92
47,11,68,39,41
5,21,68,10,92
68,6,12,41,74
57,4,22,77,1
12,53,58,59,35
20,15,8,62,95
69,35,31,35,95
78,80,30,92,79
