10,58,8,62,75,69,65,61,89,55
52,81,24,18,95,66,9,99,8,39
78,10,32,47,77,24,80,20,12,34
40,9,24,62,38,89,27,34,15,99
29,54,18,63,88,43,5,90,15,78
70,12,49,42,50,56,15,65,89,87
46,31,46,81,29,89,60,74,80,61
3,71,91,80,72,54,96,74,100,25
19,51,60,85,79,96,10,30,71,30
67,15,3,67,53,33,7,51,82,20
59,85,75,2,35,90,41,14,64,92
9,80,100,76,10,58,52,74,30,54
83,86,53,62,19,33,16,66,84,38
4,40,51,11,98,40,80,82,72,70
59,59,71,13,7,12,87,96,29,22
70,13,23,56,95,6,94,79,87,72
63,91,81,80,23,57,15,86,50,75
86,69,67,64,79,33,82,58,79,82
37,92,76,6,35,51,28,68,29,80
42,90,5,15,74,83,52,67,81,45
2,25,87,70,31,47,66,59,82,55
68,44,50,98,43,92,44,15,34,95
62,7,85,48,48,79,25,63,69,69
42,50,73,16,73,56,56,67,17,35
28,29,37,3,89,49,43,66,12,76
24,25,64,82,49,74,54,21,58,74
45,50,92,11,98,92,77,89,59,39
100,48,7,99,30,71,73,84,60,29
88,70,69,69,2,66,87,77,19,39
60,28,29,78,65,99,2,70,47,36
34,20,31,79,42,20,93,6,89,60
2,5,74,47,82,1,40,22,70,100
54,87,17,34,5,93,35,93,83,95
57,81,3,63,5,53,18,57,52,36
78,53,45,3,23,52,36,74,26,86
51,42,91,87,51,28,28,54,50,33
33,35,56,83,60,24,55,2,94,46
87,79,49,89,89,87,42,62,64,40
2,17,19,25,70,30,10,14,2,21
99,83,77,15,63,64,82,47,88,95
93,64,81,15,93,30,15,10,24,83
58,56,25,37,31,29,3,34,53,19
52,83,86,19,51,91,49,44,15,11
47,4,85,59,53,67,97,1,19,100
52,55,43,89,43,85,54,1,3,30
59,6,24,47,85,78,91,8,7,94
94,69,25,71,18,81,68,51,37,38
35,44,40,9,34,89,37,84,5,68
21,63,6,72,59,58,3,77,44,98
33,38,48,57,92,67,2,58,51,14
16,68,84,54,72,35,24,97,86,45
76,20,70,20,91,66,25,20,72,11
79,66,4,89,65,6,51,73,3,91
90,41,44,20,74,73,66,18,74,36
3,25,13,16,56,90,40,100,90,84
48,29,11,9,80,59,9,82,1,64
64,72,70,78,9,93,92,90,44,55
16,38,98,21,39,12,59,35,36,38
81,48,63,15,8,76,79,71,32,91
90,8,71,70,58,84,61,41,31,100
13,9,98,2,45,95,44,10,81,33
8,28,93,64,38,94,55,100,71,42
70,84,29,57,73,72,45,99,58,19
68,66,69,3,61,67,21,28,71,49
82,7,77,65,26,51,98,34,18,99
63,45,43,87,88,65,56,55,11,94
16,72,13,68,83,57,84,88,36,17
48,93,1,15,30,35,66,49,85,41
1,98,53,99,74,91,46,98,56,44
29,44,87,56,22,52,96,66,41,85
50,46,74,42,28,71,87,76,15,78
83,63,88,95,5,40,75,7,54,55
16,82,4,5,57,15,29,66,65,14
54,85,72,75,32,61,15,91,2,7
90,68,94,49,96,2,32,78,26,54
86,21,28,12,27,78,45,16,41,24
79,20,85,59,52,53,61,47,56,47
52,88,85,72,71,1,86,77,52,3
24,6,5,2,65,30,25,2,87,31
38,98,58,20,93,79,77,56,19,86
73,28,60,10,52,34,80,49,8,97
5,53,96,16,68,15,1,96,80,81
83,44,2,91,23,76,70,22,36,30
56,80,67,96,7,65,5,65,87,1
66,70,40,94,17,67,34,76,9,16
58,37,18,98,55,85,18,99,16,41
85,99,49,91,96,60,25,66,97,61
10,20,18,12,58,91,99,10,78,96
23,91,57,2,97,39,55,59,34,43
