59,47,10,39,29,71,75,100,63,49
35,77,64,33,45,36,62,61,10,62
65,97,38,34,68,41,15,41,43,29
87,32,60,47,87,97,64,49,47,23
90,81,8,79,44,86,69,18,85,41
74,91,53,93,58,97,78,41,52,30
86,75,84,1,91,41,53,17,11,62
46,73,79,76,15,12,75,83,36,33
40,12,40,41,39,62,84,72,18,16
61,14,29,1,82,45,29,80,44,74
14,38,81,50,10,8,33,5,20,24
68,3,68,11,38,92,24,12,61,54
6,52,63,81,83,56,48,97,30,66
11,9,93,61,4,65,44,91,63,57
98,97,18,57,58,100,19,13,56,74
45,85,5,7,8,62,97,49,20,21
71,66,54,31,32,33,20,100,24,73
12,26,79,78,1,20,90,92,70,15
79,84,24,7,74,44,46,32,88,72
61,10,84,11,72,16,53,3,85,22
32,70,32,26,91,13,81,79,8,52
44,1,41,27,3,95,64,33,31,38
40,6,27,78,72,42,100,52,61,89
58,29,8,10,64,17,94,33,16,97
45,57,11,51,53,44,2,30,37,97
15,50,55,3,72,16,48,85,11,29
32,60,36,40,95,40,65,91,64,88
56,21,78,74,37,8,90,28,55,30
7,53,79,48,12,40,56,55,62,5
68,2,70,48,4,72,80,55,80,93
70,36,35,22,77,92,100,1,40,17
52,38,10,100,42,11,15,63,44,4
24,68,33,35,15,85,26,32,33,42
91,19,4,91,54,60,38,50,79,93
67,15,35,74,15,6,16,37,86,84
35,16,11,3,50,44,32,85,12,73
14,46,73,16,5,74,36,19,18,64
14,68,25,74,19,80,40,45,17,47
49,77,11,23,67,18,50,14,88,38
77,85,25,40,15,70,13,71,14,86
47,30,56,66,87,51,49,84,23,55
13,66,95,54,20,83,27,98,71,72
74,20,44,32,27,85,92,97,94,74
26,24,80,17,79,85,46,50,13,44
79,11,45,60,30,3,51,90,94,80
11,93,43,29,82,100,37,42,79,61
84,62,94,9,7,59,20,97,87,47
30,34,56,25,12,31,47,100,70,3
70,93,77,49,74,58,47,62,97,40
25,86,31,82,23,29,40,25,91,99
51,63,65,42,28,54,32,61,10,79
2,86,34,5,46,91,88,63,87,3
61,59,59,75,89,95,36,10,58,72
55,70,96,52,35,18,52,41,90,77
7,19,50,24,90,74,36,17,97,2
26,9,64,93,37,88,99,38,36,16
46,83,99,26,90,81,9,94,31,6
52,69,29,32,57,78,85,99,30,74
13,59,35,66,48,72,73,8,37,56
88,56,30,52,11,16,13,25,52,82
55,50,76,6,45,76,11,15,17,33
49,11,54,7,55,4,14,87,5,3
57,25,43,33,92,60,52,93,96,100
78,40,13,91,13,48,90,66,77,5
14,63,20,97,83,63,51,23,65,26
15,67,92,45,93,87,78,77,50,85
72,32,69,77,47,3,19,46,66,3
65,79,60,48,43,13,39,66,83,29
90,50,99,94,60,92,32,95,30,12
40,57,49,54,33,25,50,21,35,100
57,17,36,43,60,17,94,22,37,72
86,9,54,96,97,9,82,12,30,50
96,64,44,56,95,7,83,100,42,46
21,5,1,17,15,87,82,73,16,49
4,52,59,82,58,47,31,52,35,62
85,19,48,66,28,63,12,98,54,14
32,15,52,41,46,76,39,100,17,17
66,84,90,99,38,41,82,92,82,50
52,97,63,66,25,62,99,26,67,14
37,76,76,17,80,83,28,68,2,36
88,72,54,71,22,28,1,61,35,87
76,53,92,41,10,69,71,12,44,25
63,61,6,35,17,70,54,70,3,37
