10,26,31,18,86
81,52,76,43,24
51,85,80,75,68
41,32,84,9,36
29,31,93,20,24
44,71,87,18,58
80,90,83,73,84
61,32,39,75,5
58,3,26,69,58
58,11,19,46,76
20,20,26,66,47
78,1,27,51,42
98,76,42,84,89
74,26,53,59,71
29,24,65,67,70
63,9,79,78,58
92,40,69,76,75
5,81,40,37,68
9,90,83,6,60
9,57,52,22,1
26,99,28,38,22
93,92,1,86,23
58,33,52,15,61
96,20,33,65,39
14,25,99,82,84
23,65,24,81,17
54,45,37,22,74
84,36,25,77,27
58,91,98,93,20
17,41,13,83,87
31,95,58,17,51
51,20,54,63,20
42,54,90,91,63
92,21,62,52,87
58,70,45,62,79
47,99,31,86,35
1,60,51,97,11
86,23,29,41,63
80,91,1,17,69
47,16,60,40,81
91,52,65,35,50
87,75,67,43,62
3,80,47,2,28
80,89,25,69,24
44,8,3,38,35
5,65,99,83,44
2,48,69,85,29
25,88,74,66,72
45,51,89,98,5
6,8,41,81,15
45,65,50,41,18
2,76,32,65,50
36,60,97,37,22
66,67,81,74,32
53,26,92,56,66
8,45,97,63,7
95,47,84,20,32
13,23,26,79,8
31,50,70,79,97
82,76,84,35,81
40,87,69,96,83
94,92,64,67,69
10,69,76,22,97
39,25,38,12,39
63,77,59,38,76
4,9,68,1,76
11,63,54,99,27
25,88,13,18,8
79,56,97,83,69
48,46,98,89,56
23,59,46,17,21
86,86,91,7,50
48,53,64,12,61
51,67,32,22,27
57,42,6,84,66
37,10,25,27,75
28,42,99,93,95
49,9,46,48,69
72,15,96,64,37
73,67,66,70,20
