58,29,52,44,50
76,16,55,73,42
45,44,29,62,38
52,53,35,43,22
4,4,50,35,98
80,85,93,13,40
44,32,27,90,82
1,24,61,48,20
8,33,70,88,81
73,20,79,67,85
35,28,80,31,54
98,33,8,13,19
42,57,25,63,6
70,52,72,79,6
96,2,4,66,53
75,27,27,31,40
14,87,53,69,19
48,84,13,79,80
21,53,28,50,96
35,67,33,98,20
70,42,25,24,44
72,19,73,71,55
5,61,45,66,27
22,25,83,60,96
29,34,64,97,65
23,64,28,26,4
82,20,33,95,25
97,88,72,77,47
1,58,34,62,58
40,28,88,21,31
83,65,25,52,10
33,9,84,21,14
60,32,40,32,94
28,98,4,52,25
43,74,97,28,84
79,24,76,56,41
12,10,50,80,61
97,35,3,4,36
29,10,3,77,48
24,78,77,94,5
23,37,47,93,10
44,83,81,24,83
58,71,14,43,70
48,83,46,4,22
22,94,4,66,65
77,81,83,18,77
36,18,36,78,51
76,85,56,67,26
85,17,43,2,1
99,62,2,70,17
12,75,69,12,66
17,74,60,61,84
46,46,38,22,9
53,30,69,98,36
79,68,54,99,55
79,28,1,19,13
99,40,97,20,87
41,71,50,48,23
82,57,79,80,69
78,77,77,1,48
85,49,74,98,90
82,36,46,41,79
87,93,34,94,20
33,5,40,48,29
36,25,28,1,57
2,46,87,48,85
68,55,62,11,36
49,26,37,23,7
60,59,9,11,86
26,76,12,68,22
21,43,7,24,27
81,9,78,20,48
28,85,54,19,92
29,84,67,24,57
87,59,47,88,96
54,98,53,15,50
79,55,83,55,70
9,38,57,34,18
35,40,41,83,57
70,32,37,38,62
