9,11,76,51,45
85,57,67,25,10
45,34,20,62,36
63,59,61,18,45
72,83,89,75,65
23,48,20,72,6
83,54,16,83,50
61,74,86,74,78
85,42,95,36,18
19,35,15,20,55
53,77,36,36,76
29,12,55,8,30
84,45,33,59,5
2,32,37,13,24
8,97,67,39,3
55,92,50,97,7
2,48,34,2,73
57,24,97,98,17
71,49,51,59,72
82,86,43,77,60
42,34,65,34,62
34,62,69,40,24
50,20,46,18,10
36,14,25,7,75
44,66,1,18,98
94,22,45,83,12
25,92,65,36,56
40,34,63,48,60
27,46,31,91,58
43,15,5,57,47
55,74,27,8,9
35,88,36,57,94
78,34,15,70,100
55,41,25,55,86
72,34,77,51,4
50,55,27,5,11
92,35,29,73,13
60,47,72,39,28
25,30,74,14,98
38,95,58,14,1
99,89,66,77,31
64,55,66,87,60
69,20,39,82,83
69,87,84,36,20
98,65,100,20,12
76,59,76,38,16
35,7,15,64,17
8,46,79,80,47
43,70,1,48,3
5,76,23,13,71
27,51,33,27,90
55,17,35,92,30
43,40,29,62,6
46,52,27,89,84
12,42,12,29,98
11,59,25,10,53
56,28,49,24,100
98,76,4,72,93
2,92,26,41,8
36,33,69,33,81
61,73,94,70,54
68,77,41,7,2
11,13,92,49,66
89,7,85,4,17
18,11,47,91,61
5,95,93,88,33
3,21,99,59,55
58,4,79,81,47
4,41,9,36,19
89,74,8,22,28
4,25,21,26,39
28,42,6,59,93
31,10,4,75,84
26,80,19,96,96
13,95,28,7,55
83,62,64,56,10
49,88,14,21,1
38,22,61,94,97
14,21,6,79,84
96,90,1,87,99
