39,11,15,72,21
90,99,39,46,27
10,82,87,56,62
99,55,82,55,24
61,61,75,53,62
89,5,95,30,53
23,66,68,99,7
84,11,1,7,12
78,36,88,86,11
100,27,55,63,25
65,91,91,45,57
94,100,44,41,5
82,39,96,46,15
84,25,97,17,40
51,82,2,60,92
43,64,32,7,45
4,61,43,76,53
24,50,83,91,98
73,65,81,99,25
83,95,93,2,27
5,59,32,83,57
12,25,13,52,87
64,72,6,15,39
28,45,67,14,25
69,78,26,44,28
87,98,31,71,21
74,5,99,30,48
75,48,14,18,4
74,15,52,67,40
44,37,15,5,82
87,18,51,84,54
44,95,71,21,50
31,2,28,61,40
67,30,97,62,64
77,12,35,79,58
70,47,87,25,95
22,47,71,40,73
88,66,68,13,71
85,81,70,10,42
9,61,47,90,64
95,96,53,20,45
44,5,99,47,25
100,66,33,63,92
29,73,99,26,78
45,75,99,36,35
17,60,10,55,6
93,61,68,94,43
73,62,57,93,43
16,83,27,18,66
82,9,18,9,55
34,35,19,37,81
75,57,87,89,66
38,7,76,40,51
1,70,41,57,66
23,28,85,25,36
76,25,59,60,78
1,40,8,19,93
55,29,52,18,97
20,99,62,31,60
61,62,37,93,95
77,62,6,34,16
10,58,98,55,13
72,96,60,16,42
56,9,87,22,5
68,4,92,17,92
98,16,55,59,32
100,77,63,92,83
81,68,33,11,55
31,91,58,91,36
29,68,49,76,28
78,75,51,100,78
95,49,83,95,33
35,68,33,9,46
42,74,64,96,13
35,4,73,85,59
71,39,8,17,81
51,36,26,100,19
98,84,3,28,15
93,95,68,61,7
13,85,1,23,63
