63,35,15,56,23
99,54,71,55,73
57,83,16,11,90
27,2,82,25,69
9,70,29,87,73
83,47,96,72,15
35,86,29,32,18
11,15,20,99,14
23,58,73,52,46
75,16,55,87,42
41,47,84,22,22
74,37,16,45,94
75,30,65,6,51
27,3,65,63,69
41,80,57,13,77
32,83,43,52,76
12,68,54,36,6
92,62,99,76,27
21,9,60,75,73
44,68,27,44,93
97,92,52,15,98
98,66,33,24,38
98,97,44,85,16
48,5,77,76,50
88,21,54,27,21
98,48,50,60,34
34,92,83,39,66
96,23,84,79,16
81,48,3,49,42
43,14,22,20,6
19,62,17,40,2
21,90,36,87,79
11,85,47,26,58
6,28,65,29,81
90,89,35,33,15
66,4,82,84,88
78,60,95,94,65
86,91,22,82,7
57,74,67,25,49
23,70,10,84,48
59,24,90,95,66
32,49,4,69,2
12,30,12,10,53
69,14,96,39,9
33,33,66,70,9
12,98,79,54,15
70,44,5,70,4
35,60,15,78,61
65,33,27,87,23
21,71,17,53,16
55,32,87,54,30
11,89,15,29,61
68,75,68,81,78
29,55,58,42,38
58,45,65,92,26
46,85,19,25,18
65,64,27,69,32
73,71,32,61,7
45,26,80,75,55
7,51,28,64,29
47,44,84,58,51
82,81,75,65,98
27,51,19,48,37
27,89,49,25,22
35,95,78,93,57
2,56,6,68,45
99,55,31,76,62
42,95,76,94,24
64,31,67,54,44
16,5,4,65,72
71,78,94,24,81
99,22,73,7,40
13,29,1,51,70
1,17,70,31,47
25,38,11,35,99
75,84,4,23,98
35,35,31,7,11
16,42,49,89,90
95,91,24,21,53
86,7,25,87,53
