12,97,83,7,69
94,8,76,48,67
8,72,48,92,30
94,89,88,31,90
58,75,88,91,93
28,58,3,73,34
42,26,41,100,58
79,18,1,47,72
62,36,45,36,89
98,14,88,21,54
53,40,41,91,53
5,31,72,45,33
89,41,11,78,57
58,36,42,67,30
96,28,32,60,87
20,27,41,6,42
75,97,76,55,32
78,90,76,26,53
9,5,94,39,77
39,46,28,49,37
98,19,43,98,21
6,29,74,11,35
83,68,71,85,49
82,6,57,21,24
21,82,96,50,10
46,18,67,55,50
89,18,19,77,71
76,68,100,52,1
94,7,16,36,64
74,48,68,82,69
3,38,63,53,64
67,71,56,82,86
5,33,81,9,5
3,14,7,96,62
23,57,17,20,27
27,39,89,9,90
37,26,27,58,52
61,32,80,71,99
80,90,46,44,85
8,20,86,28,61
54,100,37,19,28
88,38,31,22,70
98,98,31,64,59
85,50,56,68,61
37,42,3,28,84
38,35,6,17,75
37,27,54,98,81
45,58,97,20,8
38,81,68,47,44
16,52,68,62,61
73,22,90,62,3
69,65,25,79,16
36,27,52,38,88
10,45,38,49,73
65,7,24,24,8
95,19,4,50,97
69,22,31,58,91
96,74,17,57,96
74,88,29,29,29
5,40,12,32,71
26,79,72,25,97
18,60,39,18,51
36,83,84,80,37
5,37,88,40,92
50,98,65,19,37
37,56,61,56,57
66,69,4,18,11
47,28,3,45,43
26,35,22,73,44
52,38,30,19,74
76,15,58,95,92
14,96,42,26,13
66,12,56,66,17
15,81,14,51,86
31,64,70,96,86
83,59,28,34,87
81,48,84,38,57
92,6,59,97,84
34,93,60,97,77
4,15,29,10,35
