74,64,97,73,81,98,71,59
70,88,43,81,6,95,26,72
86,48,83,59,76,78,4,26
100,80,81,59,93,6,35,27
34,93,68,38,68,12,61,31
36,16,34,70,18,23,39,44
26,52,56,91,58,56,27,87
100,94,2,80,69,31,99,82
11,96,51,37,28,53,57,50
24,28,30,37,72,74,18,95
15,34,81,54,4,6,44,16
7,54,84,24,74,4,87,48
74,93,84,61,33,81,95,16
61,51,30,71,27,25,74,1
33,83,64,81,23,65,2,5
5,20,35,29,1,60,14,74
4,89,20,80,51,20,78,84
38,57,33,74,33,49,59,70
49,8,19,8,54,10,50,46
97,67,76,39,48,50,11,85
27,50,25,76,61,36,80,94
78,17,10,81,73,50,51,99
86,90,28,93,91,22,49,32
30,25,21,48,37,85,59,1
51,99,42,6,84,72,34,75
88,14,72,77,80,55,48,76
47,81,61,11,24,25,75,20
9,45,63,100,38,50,19,81
69,4,35,16,50,73,94,76
90,42,64,73,25,45,99,74
83,88,56,27,11,15,28,69
21,8,50,48,56,68,89,42
9,22,95,20,56,67,71,9
92,77,84,31,7,61,31,44
33,66,11,51,79,43,21,51
28,25,32,19,1,79,65,74
41,99,49,35,87,69,59,13
68,80,43,31,96,76,85,74
27,14,6,63,89,91,52,84
52,68,55,26,72,37,87,12
64,1,44,83,76,93,12,2
68,94,3,6,66,71,20,51
96,51,13,91,56,42,22,4
44,20,86,31,98,92,63,81
8,77,97,76,90,37,54,87
52,5,25,13,28,60,91,93
48,48,69,28,38,92,6,61
100,33,69,99,38,63,17,24
96,83,3,64,70,71,50,7
18,52,37,60,93,60,76,100
