21,40,7,91,12,98,71,19
42,55,71,18,75,34,7,100
20,35,22,95,37,35,6,93
38,73,55,77,22,99,5,75
32,55,78,68,78,6,54,70
82,50,4,87,94,75,40,4
42,71,80,79,14,50,45,8
92,48,52,13,69,90,31,73
77,36,23,84,57,80,13,39
75,64,54,70,57,73,89,9
57,33,60,93,95,51,59,63
35,83,82,71,31,40,19,42
51,9,96,77,36,9,55,49
7,46,33,5,13,57,45,47
43,59,48,76,75,29,15,1
94,59,51,48,19,91,35,51
52,86,63,60,74,98,26,51
39,28,4,97,30,82,49,25
97,27,61,65,84,22,49,56
17,39,43,2,34,73,70,8
35,13,33,1,3,60,10,27
25,76,56,56,44,60,61,47
41,21,27,6,84,19,41,5
59,79,89,27,36,84,100,80
60,63,6,73,12,27,9,60
1,19,89,64,62,47,83,26
82,23,37,43,2,93,37,79
39,51,28,72,69,49,15,67
40,69,93,22,60,18,83,98
30,34,92,53,50,68,19,70
68,55,70,20,4,1,63,38
92,76,23,59,76,55,49,16
47,5,85,20,12,22,48,23
14,2,100,83,97,59,6,30
27,87,98,89,50,64,24,54
9,91,13,99,23,11,40,13
76,36,97,30,72,52,35,32
52,29,48,94,86,61,27,98
18,39,49,3,60,40,30,67
7,86,84,60,33,75,64,34
65,2,63,53,26,63,88,93
99,94,37,30,80,93,83,1
82,90,28,54,86,28,47,74
69,95,47,52,10,5,38,1
52,48,78,59,11,82,42,82
47,72,9,25,20,22,56,81
58,12,72,38,1,45,2,37
5,51,12,1,23,52,25,1
2,73,42,37,98,12,49,38
38,54,38,56,13,93,83,18
