11,63,40,29,7,96,85,99
86,26,52,3,57,62,26,52
42,41,12,76,83,62,93,51
2,32,35,27,81,28,22,82
12,96,12,30,59,46,60,88
59,82,19,44,71,91,36,96
5,70,76,79,30,47,97,35
13,24,39,30,15,87,6,79
61,84,54,3,93,11,88,77
9,6,78,69,46,49,80,68
37,53,26,36,45,80,5,90
42,88,74,93,78,32,10,95
44,52,60,15,75,32,37,57
56,68,6,97,81,64,26,31
10,76,42,44,90,59,25,89
87,4,21,46,79,24,7,13
94,83,21,52,80,56,95,4
77,11,96,37,46,42,80,78
26,45,75,93,24,92,90,60
25,24,70,81,86,87,77,40
53,78,96,18,87,70,45,58
95,77,72,40,13,98,18,72
4,71,46,55,58,36,7,15
24,93,60,62,91,57,48,97
10,72,43,68,31,94,47,94
44,65,77,7,18,6,30,45
84,39,8,71,83,35,40,19
46,4,5,50,15,82,23,41
7,45,33,25,85,99,94,53
38,59,78,21,97,88,4,66
34,8,95,79,58,8,15,73
79,96,84,43,95,14,74,99
20,56,94,12,73,63,2,57
55,87,37,11,27,11,63,42
83,65,76,63,56,39,73,31
32,22,31,62,77,20,27,86
57,39,90,20,31,70,61,98
32,12,82,83,52,12,92,75
72,16,28,38,53,10,62,43
28,39,77,75,24,95,81,66
81,86,4,72,25,68,89,52
20,77,20,45,61,73,89,9
36,71,47,84,35,16,72,13
92,51,25,50,21,1,81,41
51,6,72,42,60,37,83,57
93,38,69,67,12,56,32,4
23,77,77,57,14,50,35,94
73,65,94,28,24,17,65,46
31,61,2,31,89,18,9,24
62,98,88,67,76,54,75,4
