56,42,55,80,57,36,90,96
8,37,93,24,6,37,94,91
62,59,36,93,50,14,98,97
98,82,99,20,23,66,46,41
83,98,38,3,85,12,76,27
35,1,29,12,35,2,27,18
35,13,88,34,89,46,30,93
71,79,81,14,5,38,93,27
28,64,57,86,61,76,19,97
98,46,63,74,69,14,13,60
12,86,94,5,90,67,98,61
5,33,43,28,11,62,20,23
99,97,21,94,44,77,67,84
62,17,83,78,79,35,61,66
47,95,59,4,2,94,88,84
58,37,17,80,5,97,97,20
68,89,54,3,19,49,13,63
18,17,8,74,85,91,92,5
99,94,36,91,47,24,96,6
30,23,30,30,16,51,45,43
24,67,21,32,56,72,99,8
57,49,99,29,90,89,88,80
27,97,87,29,15,79,32,71
7,25,55,92,58,47,78,75
34,30,47,53,64,44,37,80
14,61,13,47,9,86,80,96
67,49,75,24,61,39,53,76
61,43,70,16,64,7,67,10
57,44,88,87,75,80,96,71
21,20,80,91,82,51,46,94
55,39,74,87,32,45,27,3
38,32,28,62,63,40,44,1
12,53,21,38,29,4,11,92
95,52,19,41,16,6,55,30
25,14,2,67,91,11,6,66
75,34,17,41,2,13,78,52
8,71,12,18,66,84,82,96
92,70,91,72,62,23,84,27
70,53,27,70,77,15,54,39
77,94,34,40,6,65,67,70
41,27,82,73,38,80,3,5
4,40,20,48,1,32,47,90
94,27,94,36,96,94,48,67
57,20,39,80,55,3,79,79
56,11,76,68,82,30,41,86
63,92,9,88,91,68,6,72
70,82,18,82,96,81,79,54
51,70,32,87,83,6,30,20
89,77,37,48,53,64,7,64
68,25,67,63,30,90,85,25
