29,30,56,24,52,92,95,94
82,96,73,55,36,76,54,26
35,15,67,4,66,70,63,49
67,77,57,59,94,70,95,8
19,79,3,23,73,78,34,51
66,70,75,71,92,68,92,66
40,80,75,1,20,78,9,12
17,10,60,7,35,30,47,89
18,54,20,73,28,47,85,83
13,58,78,61,31,82,10,28
96,38,92,71,32,83,47,46
42,19,75,7,54,3,18,92
7,93,82,96,10,73,77,33
20,73,62,95,89,62,63,9
1,70,57,33,33,84,34,11
66,60,46,66,37,96,49,18
87,47,22,70,97,1,62,27
72,76,30,85,92,37,91,17
22,4,14,84,42,83,90,14
41,46,63,78,63,68,51,48
68,20,7,7,24,48,86,59
62,57,78,71,23,65,64,22
64,63,75,57,90,33,83,56
21,90,39,88,92,58,49,5
78,55,31,20,77,2,33,74
54,69,37,1,42,81,64,15
29,73,14,95,96,13,15,61
6,23,93,98,24,23,67,12
81,75,68,45,2,90,42,60
28,41,61,95,36,23,54,50
8,7,95,23,32,14,37,3
8,90,11,91,24,89,57,53
64,55,79,11,7,16,72,70
62,89,48,48,69,38,14,55
38,99,33,14,28,23,2,62
26,32,69,22,54,17,71,4
67,41,57,77,68,45,9,87
88,94,97,60,87,69,63,92
95,67,82,48,56,49,69,99
22,7,57,32,50,6,67,95
78,47,56,21,23,4,54,16
85,32,85,17,29,27,38,59
81,29,10,52,95,97,55,81
25,12,89,90,93,5,19,53
64,65,39,90,6,61,40,21
99,61,20,48,8,73,68,70
8,91,94,90,54,95,45,39
1,18,27,41,50,70,28,72
86,75,79,68,90,92,35,91
73,35,9,36,50,51,56,80
