58,79,84,60,65,77,66,93
39,40,58,2,43,37,49,89
17,24,95,3,92,95,2,29
67,43,13,53,89,29,76,25
1,92,61,34,22,67,6,44
1,76,73,30,73,26,17,43
92,71,5,91,59,75,73,89
35,31,38,20,25,25,63,62
88,43,51,35,89,20,12,27
64,87,72,41,45,21,51,45
7,89,97,59,26,35,83,52
14,26,6,11,41,75,38,72
4,32,93,79,82,92,50,19
35,73,58,56,14,27,27,37
43,60,91,35,74,99,37,66
29,12,27,80,93,55,63,75
34,95,23,5,13,58,60,43
93,54,8,97,87,45,92,98
53,57,62,49,70,32,95,79
48,93,63,6,96,69,60,2
81,44,75,21,56,81,43,18
76,24,86,27,61,25,50,96
32,70,75,31,2,88,41,31
51,39,67,11,81,55,83,65
40,41,35,22,8,75,98,41
23,27,20,5,24,28,49,99
5,20,53,4,88,77,42,10
94,68,26,3,48,58,18,3
23,16,37,80,14,56,96,84
68,37,4,7,5,30,30,8
30,48,74,40,92,96,77,35
57,84,12,48,40,5,32,44
90,56,57,1,40,53,70,82
4,61,11,8,53,93,20,21
60,38,81,65,7,54,46,62
12,6,37,37,31,72,99,37
94,14,3,1,76,63,88,9
95,98,46,60,87,53,1,12
42,31,85,11,99,22,54,15
3,22,6,22,70,3,76,43
38,1,40,71,56,96,15,79
35,81,98,21,34,35,76,67
97,84,58,88,31,55,54,31
42,86,15,37,9,63,95,66
82,38,27,43,99,66,88,55
82,78,51,82,90,11,24,47
88,31,34,99,31,10,95,41
14,58,80,92,38,4,55,52
47,93,85,50,44,41,36,37
63,58,94,55,83,97,76,43
