36,46,7,59,43,73,16,16
11,39,28,70,13,67,44,84
28,96,38,58,64,53,78,56
31,90,32,8,44,57,18,4
72,82,82,7,43,45,44,54
96,32,79,17,76,85,46,12
25,2,54,89,62,43,82,10
7,85,78,76,39,44,79,95
92,97,39,31,60,11,68,99
30,16,79,43,28,96,31,43
77,1,11,1,41,8,94,80
24,31,24,9,29,80,63,81
54,12,85,99,65,16,43,82
14,53,47,24,29,76,45,56
5,96,19,9,97,19,15,78
16,76,73,2,23,69,85,70
90,28,76,83,38,45,21,48
17,16,40,15,74,66,39,47
79,54,11,82,21,85,97,91
47,32,55,25,54,34,89,91
68,13,17,67,22,10,90,16
65,61,64,13,56,47,60,34
56,48,64,7,27,87,12,44
88,52,67,26,62,46,9,6
49,41,94,59,52,82,28,76
65,48,93,51,74,13,50,55
46,43,99,99,99,35,98,94
87,56,74,86,66,44,32,1
53,7,11,13,38,52,11,26
85,54,11,74,29,68,66,7
84,39,17,42,45,17,91,99
85,57,74,91,39,71,98,3
84,75,68,15,35,89,87,41
3,56,56,7,84,89,74,9
98,58,13,8,35,8,44,45
35,85,33,5,36,11,72,24
7,43,19,16,57,84,17,39
1,14,31,32,49,64,37,39
14,83,55,61,40,10,91,84
28,67,94,7,68,12,49,33
58,10,78,22,68,88,42,45
72,84,10,54,52,25,77,28
92,95,27,31,98,37,88,19
56,92,35,88,82,30,72,53
12,50,87,78,21,77,18,40
27,26,40,11,59,39,32,46
59,41,33,49,84,73,80,37
65,18,37,9,94,49,69,8
94,67,31,42,32,3,62,58
55,34,44,8,48,24,99,75
