76,53,97,56,42,27,85,89
7,98,88,69,79,87,49,70
57,31,23,35,65,66,95,55
79,55,93,85,20,93,28,54
16,26,66,15,5,13,46,57
16,98,34,22,23,97,19,62
25,11,48,64,95,98,27,60
95,2,1,5,24,34,82,10
23,17,62,9,91,19,87,58
52,41,93,36,39,70,74,16
98,78,31,4,65,22,87,60
17,91,68,49,41,74,99,28
95,75,18,90,7,86,69,6
86,17,5,77,49,90,22,19
53,62,37,75,82,60,71,96
62,77,71,10,1,67,64,7
29,9,47,39,94,32,28,85
54,14,64,2,71,88,39,51
80,32,17,11,73,17,2,39
47,49,76,25,35,56,88,63
42,14,89,23,33,19,15,41
58,51,79,33,41,3,41,44
96,59,52,56,97,45,49,51
37,72,26,81,60,34,22,4
85,53,43,68,92,98,53,31
44,57,83,17,19,45,49,48
59,68,56,46,43,84,40,29
69,78,27,21,72,85,36,59
58,53,32,16,31,53,9,30
59,75,25,83,97,33,81,77
30,96,57,31,33,23,11,25
99,90,8,62,41,69,89,37
21,48,97,8,28,15,96,76
90,92,53,83,20,55,10,10
28,23,40,13,55,56,15,39
55,62,47,76,61,78,81,80
84,69,90,67,60,67,82,74
37,36,99,48,93,41,81,98
55,63,97,82,10,13,23,32
95,89,68,20,73,66,52,30
3,87,33,77,96,59,48,4
63,49,6,91,26,53,74,48
81,99,16,28,16,42,86,55
64,33,51,66,62,86,29,3
57,10,88,7,24,66,62,45
16,95,73,20,97,64,38,13
6,95,18,40,40,5,40,40
30,85,86,3,32,45,54,22
92,61,22,88,42,96,36,40
86,16,48,60,64,45,62,13
