32,23,10,60,50,61,39,69,38,61
19,76,22,17,26,94,38,55,82,43
70,36,29,27,10,51,63,32,33,38
3,81,16,60,15,47,43,42,30,40
38,54,53,90,75,80,26,32,94,10
14,40,49,10,49,22,66,27,75,64
77,5,63,67,29,70,5,19,35,95
5,58,10,21,64,83,19,85,92,99
25,49,36,60,76,12,62,70,24,92
8,31,94,75,71,36,20,34,54,43
44,2,85,74,59,35,26,47,46,76
74,94,93,76,91,15,40,70,32,46
15,70,85,40,13,88,62,61,85,30
44,98,71,70,40,24,76,33,59,93
65,91,31,44,100,1,92,94,51,7
43,61,86,9,25,43,64,46,44,54
87,5,94,99,51,37,10,93,47,96
81,42,26,18,4,40,98,35,43,94
3,55,36,92,37,28,1,68,96,50
81,29,13,58,41,36,61,79,21,79
29,21,2,31,77,61,8,60,3,22
100,59,48,83,86,59,73,65,80,85
92,29,36,3,45,8,80,75,2,53
68,90,99,63,10,83,56,14,30,37
50,42,52,11,99,78,75,66,86,54
15,77,51,13,3,52,62,61,7,30
46,89,16,72,99,74,4,16,68,99
91,65,48,86,2,15,10,36,65,41
27,38,96,41,55,52,86,33,40,50
94,82,87,71,31,94,41,55,90,88
1,29,92,36,61,19,47,67,82,96
47,88,62,76,5,28,56,89,95,5
24,93,89,61,84,86,39,60,29,31
51,50,54,25,47,72,21,50,3,73
29,3,6,76,47,33,6,18,72,70
40,13,3,71,89,28,15,11,8,31
25,43,56,25,62,9,26,80,46,97
78,62,48,45,44,2,42,96,67,61
14,68,26,89,100,20,72,88,20,69
11,48,23,92,71,86,85,36,99,43
95,85,64,30,1,33,32,67,26,9
38,18,15,6,92,18,20,1,12,98
80,37,42,34,65,30,15,58,11,96
99,35,54,16,1,35,31,51,11,75
82,2,75,28,2,72,44,77,73,50
52,11,92,28,2,69,1,45,13,82
22,71,49,97,95,52,4,99,82,95
89,60,59,13,70,5,97,53,77,93
51,54,95,55,14,58,35,23,92,46
41,89,62,42,31,83,95,4,82,45
12,92,84,99,73,57,4,86,51,93
89,31,94,97,52,92,16,38,81,9
44,49,18,37,5,33,99,78,15,55
71,86,31,2,75,70,29,33,60,19
60,86,58,100,55,44,56,1,88,13
43,64,5,1,45,85,40,8,17,85
32,77,29,42,69,4,60,40,78,67
62,1,36,29,20,95,63,83,93,13
55,2,27,66,35,68,95,2,32,85
54,89,33,66,64,16,33,76,88,14
11,79,53,44,50,81,30,18,71,42
44,63,41,44,24,66,38,34,58,31
88,10,20,79,73,43,96,44,11,53
34,50,6,29,38,12,67,36,76,32
73,24,66,58,99,61,12,24,66,72
37,93,9,70,70,26,35,30,68,40
92,61,42,66,35,52,46,18,47,63
25,80,72,89,21,91,76,19,10,55
23,4,26,30,82,2,21,45,16,83
55,90,70,12,32,90,84,60,35,34
57,61,63,17,71,91,15,53,86,97
20,49,90,57,1,49,6,61,2,22
56,51,20,70,43,35,20,97,83,34
4,49,52,100,81,14,93,58,53,35
47,65,40,65,12,47,98,93,23,57
3,13,95,85,16,6,17,96,38,90
84,30,30,92,62,88,1,36,89,44
5,77,66,1,92,36,78,59,75,87
59,15,40,35,74,51,72,27,15,39
33,4,10,55,41,41,62,88,92,11
100,20,65,47,63,37,100,32,94,81
17,65,76,92,94,9,80,90,44,35
90,26,73,86,73,36,36,84,83,40
73,6,8,68,42,45,79,94,5,9
72,96,26,32,39,49,6,17,91,48
92,85,80,32,33,84,59,72,98,74
92,31,23,64,77,87,99,87,62,15
11,71,73,34,47,46,28,42,76,42
97,28,28,20,9,46,44,71,18,76
3,57,67,89,30,56,40,48,37,46
8,73,56,1,78,77,48,14,22,61
63,31,37,67,19,19,49,28,77,52
94,41,34,7,27,90,21,85,9,9
98,48,20,19,48,59,17,80,94,82
58,53,36,97,54,81,93,46,19,46
6,14,51,83,8,1,49,8,81,13
62,41,90,84,46,46,31,53,57,12
61,5,18,10,42,85,84,35,39,33
23,44,38,45,46,96,6,72,53,83
16,19,71,25,7,64,20,74,25,6
25,60,40,17,87,17,69,91,8,50
64,67,64,52,72,42,13,23,92,89
8,8,83,8,82,85,89,28,77,16
85,19,34,7,84,90,91,62,2,52
1,51,26,78,44,86,95,66,95,32
20,83,68,69,41,86,59,72,84,32
42,89,29,56,12,1,92,11,48,44
38,45,6,60,45,42,92,47,42,35
67,65,97,45,57,45,21,38,75,79
31,20,4,97,90,1,41,56,57,28
75,100,35,99,72,87,2,8,46,81
29,86,72,45,83,48,34,11,93,71
75,17,85,41,100,11,10,72,43,81
76,50,86,37,48,97,88,92,61,15
37,77,19,82,94,25,26,38,10,60
12,70,83,6,37,90,85,25,37,87
15,64,3,83,39,44,56,71,100,19
32,1,63,48,83,5,4,70,29,4
99,94,63,18,84,73,60,47,19,62
12,98,65,89,85,65,80,93,63,4
34,90,8,19,89,38,74,38,24,80
