52,77,35,94,18,26,57,37
14,30,22,17,28,6,43,74
37,66,13,38,72,5,43,72
66,9,79,34,86,49,18,84
43,30,93,80,32,62,36,45
11,79,11,56,6,50,35,17
32,5,84,78,14,40,4,54
74,72,78,43,37,72,95,27
89,60,34,21,16,32,81,69
14,68,86,10,70,7,26,71
58,93,49,28,71,30,51,74
52,63,8,29,46,42,83,97
80,50,24,58,5,61,15,15
73,34,19,25,90,55,64,17
87,23,36,11,32,54,88,54
44,54,11,8,57,2,22,82
19,16,55,11,42,33,38,59
43,47,42,44,61,62,34,53
4,87,93,69,19,93,39,26
49,35,13,43,39,41,41,61
73,33,58,33,74,71,15,64
96,75,84,80,29,7,52,97
83,88,10,42,49,68,78,25
69,74,71,92,40,74,45,26
68,15,98,55,76,27,49,17
11,83,50,26,72,32,24,82
78,24,13,60,43,98,28,2
10,88,90,70,50,13,79,91
40,28,8,74,35,90,24,34
60,52,61,37,82,42,28,90
52,70,11,11,31,1,46,71
1,11,5,4,79,46,72,87
70,24,85,88,99,87,83,85
88,6,37,39,26,45,9,60
25,31,39,84,17,39,60,9
85,3,4,69,65,40,86,88
72,42,79,84,95,11,47,72
40,78,41,70,51,93,69,13
85,55,49,77,49,93,88,39
37,13,60,14,96,29,64,25
98,52,22,23,97,3,59,63
51,18,20,47,6,28,9,57
21,21,50,47,41,76,45,10
88,44,94,10,89,85,79,46
75,1,91,84,27,85,47,26
33,2,84,1,30,32,18,67
95,90,82,56,3,65,45,49
94,55,46,84,45,14,10,64
49,77,66,71,56,75,16,32
23,68,30,85,25,40,36,97
