11,29,33,60,79,72,36,44
18,24,10,23,61,49,42,27
11,98,30,56,17,92,62,42
66,74,94,74,91,88,32,21
54,43,14,55,83,80,4,80
29,26,25,69,11,97,10,51
23,24,88,70,9,43,43,85
90,81,63,20,32,23,42,45
81,90,31,24,24,68,58,63
38,29,98,91,88,61,34,77
49,30,74,44,99,74,45,55
42,78,99,61,40,78,14,80
22,10,85,31,61,26,7,48
13,73,27,61,30,72,2,42
30,10,45,66,59,70,83,32
7,50,15,61,29,34,10,51
82,83,15,36,7,10,61,10
2,80,58,73,38,61,78,91
49,62,92,25,83,2,31,27
30,86,9,65,30,79,24,29
97,41,7,49,17,51,2,10
25,78,96,39,99,52,14,96
59,38,69,60,6,59,77,36
59,93,15,15,85,46,3,31
10,42,91,80,35,40,6,8
4,15,31,26,79,49,32,3
1,27,23,8,11,70,3,35
98,54,68,16,26,64,5,35
99,7,37,44,43,25,45,3
16,19,83,8,94,99,67,59
95,61,17,38,89,41,46,13
48,43,39,49,59,57,79,20
60,95,14,2,57,12,39,8
12,40,2,45,57,78,56,34
1,47,42,51,95,99,10,52
94,11,88,8,58,44,70,13
15,45,50,26,66,37,11,25
61,44,45,88,79,84,85,92
19,39,42,95,15,72,52,69
53,54,21,69,10,28,1,53
34,65,38,7,31,15,51,30
48,81,73,10,32,8,68,88
11,78,70,26,51,59,6,9
71,21,91,54,25,66,54,60
77,48,23,50,8,56,86,29
57,40,93,63,99,68,61,68
6,23,22,87,15,77,85,56
4,26,58,3,93,55,31,86
61,28,1,48,11,20,18,27
59,68,98,3,79,45,64,22
