12,71,51,80,43,93,61,83
6,5,4,89,86,62,97,27
4,40,93,93,62,57,63,9
26,5,16,6,18,69,20,52
1,85,72,7,82,40,27,38
85,2,47,33,42,57,41,10
51,10,30,4,44,31,57,84
48,23,29,74,97,28,95,76
58,89,38,57,18,43,87,23
90,48,12,1,92,7,52,1
5,39,33,2,84,82,75,86
73,46,35,35,91,86,54,90
73,38,70,72,76,50,93,73
78,15,91,6,54,82,48,86
49,61,46,77,98,42,95,72
47,19,33,9,31,31,56,3
7,65,96,57,81,12,48,93
46,80,64,96,37,84,45,59
1,53,99,23,43,21,65,49
35,5,43,16,11,93,21,62
48,33,56,91,38,67,6,8
17,64,10,72,63,21,91,11
67,14,86,46,98,98,71,74
84,38,82,58,71,10,86,61
83,39,11,47,55,19,30,7
77,18,78,22,74,35,50,57
63,93,18,15,87,36,80,75
79,8,76,89,6,96,91,28
57,85,92,1,22,36,49,13
37,27,38,60,47,67,52,15
14,21,83,70,66,99,49,86
40,79,51,65,3,7,95,93
31,5,93,64,75,43,13,98
82,49,68,24,81,69,76,63
75,68,86,35,86,13,79,24
56,35,68,54,30,23,24,33
98,55,44,54,61,78,7,95
20,4,56,13,49,13,98,89
81,84,28,57,42,98,26,44
76,23,37,96,68,84,7,11
35,43,7,38,22,54,53,52
56,70,34,69,48,53,15,25
63,5,20,39,12,25,64,67
31,65,64,82,16,61,10,60
3,52,60,40,59,88,16,99
41,22,34,75,99,92,39,68
73,35,60,38,58,48,22,34
58,44,66,50,75,12,77,92
11,66,39,96,61,41,94,63
22,96,15,50,77,82,84,25
