49,62,57,92,70,52,18,25
7,31,28,60,11,59,74,49
81,27,56,62,38,97,13,8
14,81,14,54,68,32,11,15
26,26,73,95,59,29,87,41
38,46,39,79,89,94,57,73
75,48,34,29,36,18,12,94
46,71,90,69,62,40,97,81
73,94,27,77,96,84,64,73
64,75,71,85,27,16,24,85
30,18,85,58,64,65,7,57
44,62,20,63,48,33,48,27
20,90,50,66,12,20,80,2
67,66,49,45,22,30,5,36
58,48,98,30,50,97,52,19
73,39,67,28,87,77,91,68
77,1,88,46,5,84,73,92
25,46,47,30,44,98,8,80
42,3,6,17,92,67,79,42
96,70,23,55,64,99,10,70
5,91,7,2,87,95,19,22
36,52,2,14,70,7,60,27
25,94,91,26,40,57,17,66
96,92,76,29,14,98,23,95
19,22,56,59,86,4,48,57
50,66,25,81,29,96,32,75
65,14,78,71,21,78,7,50
90,31,73,56,44,73,43,94
57,34,25,35,25,87,47,45
64,46,67,76,25,14,74,4
8,4,15,39,39,21,70,56
69,5,57,57,62,43,38,44
15,56,65,45,47,50,34,73
42,86,16,96,75,40,86,38
22,70,27,80,11,28,82,39
11,94,10,42,83,70,93,55
80,7,2,39,81,84,16,7
21,47,43,66,99,33,96,27
57,38,86,14,86,16,42,94
14,67,47,2,54,75,37,51
8,94,68,59,35,64,42,56
88,65,19,92,71,61,3,44
61,14,81,16,73,67,89,40
11,75,3,71,56,37,72,69
94,27,68,98,30,18,22,54
99,24,42,25,93,76,69,26
75,75,60,26,65,45,62,9
43,25,36,11,54,20,40,36
56,67,86,19,56,30,30,84
56,50,41,9,81,87,10,49
