19,24,76,25,9,60,8,24
96,13,98,44,25,93,68,32
57,63,16,63,8,3,82,35
6,4,99,73,28,97,75,32
62,27,11,84,28,28,66,54
83,35,30,2,17,3,42,94
40,69,98,57,68,7,92,13
98,73,75,63,42,9,86,99
49,22,8,79,90,98,26,91
23,1,53,66,77,29,72,37
65,37,33,78,62,14,61,1
52,39,86,9,23,76,42,28
97,54,72,65,76,26,31,77
31,4,72,95,6,49,9,95
7,97,84,77,74,82,42,5
30,43,40,7,89,97,43,35
88,11,16,80,77,69,74,16
32,77,75,81,66,51,42,45
84,70,88,8,57,42,99,90
40,8,85,94,4,2,36,24
73,12,11,15,25,87,64,31
6,33,98,62,81,51,9,2
99,35,92,87,75,41,6,78
33,76,24,90,42,15,23,39
3,88,15,75,67,40,73,64
69,41,68,20,27,55,65,59
73,90,21,67,88,3,3,92
98,10,81,96,18,28,83,84
55,90,71,42,23,86,37,10
49,83,61,38,95,59,11,31
69,32,21,90,71,84,56,15
7,25,50,63,18,9,24,11
68,10,26,18,48,75,88,13
30,17,41,60,45,86,29,56
83,22,46,14,13,69,36,84
76,29,20,55,48,56,57,87
18,72,98,74,12,48,39,44
25,89,10,72,92,46,35,99
81,84,41,22,73,28,75,91
31,33,58,51,75,38,46,3
47,96,5,27,20,92,46,49
82,95,24,62,73,1,90,86
15,66,63,30,6,30,88,19
81,50,41,49,18,76,10,75
74,48,42,30,48,9,76,28
4,1,92,7,96,42,14,35
16,4,52,92,54,55,57,22
62,47,72,38,39,57,22,92
61,14,78,51,39,40,34,20
64,28,85,41,19,17,94,93
