3,3,1
25,3,1
29,1,1
39,24,1
43,1,1
57,37,1
67,1,1
68,16,1
82,4,1
85,2,1
95,3,1
103,2,1
121,24,1
136,26,1
170,12,1
172,16,1
184,1,1
190,10,1
192,3,1
7,24,2
10,3,2
32,8,2
48,8,2
60,4,2
62,1,2
63,4,2
65,9,2
78,19,2
98,18,2
108,2,2
118,12,2
126,2,2
131,5,2
132,6,2
140,1,2
141,12,2
142,5,2
144,1,2
152,5,2
153,2,2
159,9,2
165,1,2
167,16,2
177,7,2
178,4,2
11,9,3
24,3,3
27,5,3
28,5,3
30,13,3
33,17,3
35,1,3
45,35,3
54,4,3
66,5,3
89,21,3
135,6,3
171,24,3
173,1,3
180,4,3
181,7,3
193,16,3
197,13,3
20,1,4
23,20,4
38,9,4
70,20,4
71,4,4
90,9,4
120,1,4
137,7,4
148,5,4
158,9,4
164,38,4
168,28,4
174,6,4
179,23,4
188,9,4
5,2,5
21,7,5
34,11,5
41,9,5
44,12,5
50,2,5
69,4,5
80,18,5
84,24,5
86,18,5
87,3,5
94,1,5
99,4,5
112,3,5
114,13,5
129,3,5
134,4,5
143,13,5
151,10,5
154,2,5
161,19,5
182,4,5
198,3,5
2,9,6
4,19,6
15,8,6
37,12,6
61,11,6
72,5,6
74,19,6
76,1,6
77,3,6
88,2,6
91,2,6
92,4,6
96,4,6
130,20,6
149,5,6
160,10,6
191,7,6
195,19,6
196,18,6
199,9,6
1,6,7
8,14,7
9,10,7
13,13,7
40,9,7
58,8,7
73,4,7
83,33,7
93,10,7
102,4,7
111,2,7
113,18,7
123,4,7
124,8,7
125,4,7
127,3,7
146,13,7
155,3,7
163,2,7
166,5,7
183,1,7
185,11,7
17,2,8
19,32,8
26,2,8
53,1,8
56,11,8
59,4,8
75,3,8
81,27,8
104,4,8
105,8,8
106,10,8
110,14,8
117,5,8
119,9,8
122,3,8
147,5,8
162,1,8
175,6,8
176,36,8
187,2,8
194,4,8
12,25,9
16,5,9
22,5,9
36,12,9
47,7,9
49,9,9
51,15,9
64,2,9
100,14,9
101,12,9
116,2,9
156,32,9
157,42,9
186,6,9
189,1,9
6,3,10
14,13,10
18,1,10
31,4,10
42,1,10
46,3,10
52,22,10
55,4,10
79,16,10
97,25,10
107,8,10
109,14,10
115,1,10
128,1,10
133,8,10
138,12,10
139,12,10
145,5,10
150,2,10
169,13,10
200,18,10
