9,3,1
16,8,1
19,2,1
20,3,1
30,25,1
32,28,1
38,13,1
41,9,1
43,28,1
44,3,1
49,5,1
55,6,1
63,8,1
65,25,1
68,45,1
76,34,1
1,19,2
4,6,2
13,40,2
34,6,2
36,27,2
37,3,2
45,29,2
50,7,2
54,14,2
59,27,2
66,18,2
67,7,2
69,29,2
77,14,2
2,15,3
5,8,3
8,3,3
11,4,3
12,7,3
17,1,3
21,9,3
24,37,3
28,3,3
29,17,3
31,17,3
42,4,3
46,13,3
61,11,3
62,6,3
70,8,3
73,24,3
74,9,3
75,22,3
78,19,3
6,44,4
14,30,4
15,6,4
18,17,4
22,37,4
23,2,4
26,23,4
40,7,4
47,11,4
48,23,4
56,1,4
64,23,4
71,22,4
3,9,5
7,8,5
10,29,5
25,6,5
27,1,5
33,27,5
35,16,5
39,19,5
51,10,5
52,8,5
53,24,5
57,1,5
58,10,5
60,4,5
72,59,5
79,9,5
80,4,5
