4,33,1
9,18,1
15,37,1
22,6,1
28,20,1
35,6,1
52,17,1
54,43,1
56,19,1
59,22,1
66,25,1
71,3,1
79,18,1
5,3,2
6,17,2
11,26,2
23,39,2
24,2,2
25,15,2
31,3,2
41,12,2
42,36,2
47,13,2
55,13,2
57,13,2
64,18,2
68,4,2
72,13,2
73,18,2
75,12,2
77,4,2
78,11,2
12,13,3
17,32,3
26,13,3
32,10,3
33,5,3
34,2,3
38,20,3
39,25,3
40,4,3
43,6,3
49,29,3
58,38,3
65,22,3
70,22,3
76,31,3
1,80,4
3,1,4
10,3,4
13,1,4
14,26,4
16,22,4
19,30,4
21,6,4
27,8,4
30,13,4
36,2,4
45,2,4
50,3,4
62,27,4
63,3,4
67,4,4
69,21,4
80,10,4
2,14,5
7,3,5
8,6,5
18,16,5
20,9,5
29,34,5
37,2,5
44,2,5
46,43,5
48,49,5
51,19,5
53,8,5
60,24,5
61,2,5
74,35,5
