3,10,1
5,61,1
17,4,1
18,24,1
21,5,1
22,12,1
37,22,1
40,9,1
44,29,1
49,16,1
54,1,1
57,1,1
59,20,1
62,10,1
69,31,1
70,29,1
1,11,2
6,5,2
10,27,2
27,5,2
29,15,2
31,18,2
33,2,2
34,30,2
35,12,2
42,5,2
52,57,2
53,7,2
55,28,2
56,25,2
64,9,2
65,4,2
66,16,2
75,4,2
8,1,3
15,2,3
23,6,3
25,26,3
43,33,3
51,19,3
60,37,3
61,6,3
67,63,3
71,51,3
76,8,3
77,26,3
78,3,3
80,1,3
11,45,4
14,17,4
16,7,4
20,2,4
24,14,4
30,5,4
32,21,4
36,25,4
38,13,4
39,10,4
41,20,4
45,36,4
50,9,4
58,18,4
63,16,4
68,11,4
73,9,4
2,27,5
4,24,5
7,7,5
9,11,5
12,5,5
13,15,5
19,25,5
26,21,5
28,4,5
46,6,5
47,43,5
48,43,5
72,33,5
74,13,5
79,7,5
