8,2,1
24,31,1
34,47,1
37,62,1
43,12,1
46,15,1
48,33,1
49,7,1
56,24,1
58,12,1
59,19,1
63,24,1
68,17,1
78,4,1
3,2,2
10,25,2
11,24,2
14,4,2
16,35,2
27,10,2
28,2,2
35,13,2
36,24,2
39,22,2
40,9,2
42,16,2
47,17,2
50,9,2
51,4,2
54,8,2
62,43,2
64,10,2
77,15,2
80,16,2
1,9,3
2,20,3
6,19,3
7,9,3
17,44,3
19,7,3
20,13,3
22,14,3
30,43,3
38,25,3
55,33,3
61,10,3
71,16,3
74,42,3
79,5,3
5,1,4
9,58,4
13,9,4
18,11,4
25,48,4
29,11,4
44,26,4
45,9,4
52,10,4
53,11,4
57,13,4
65,9,4
66,8,4
69,18,4
70,10,4
72,29,4
76,26,4
4,23,5
12,4,5
15,48,5
21,37,5
23,1,5
26,21,5
31,8,5
32,49,5
33,44,5
41,8,5
60,5,5
67,15,5
73,1,5
75,45,5
