2,24,1
3,4,1
5,8,1
6,8,1
11,5,1
13,3,1
24,5,1
34,6,1
39,32,1
48,15,1
49,26,1
57,37,1
58,14,1
60,11,1
66,28,1
69,31,1
71,16,1
9,1,2
16,10,2
18,10,2
20,11,2
28,4,2
32,15,2
35,31,2
36,10,2
42,16,2
45,15,2
51,88,2
55,16,2
61,1,2
80,36,2
1,16,3
4,35,3
8,8,3
12,4,3
17,32,3
25,13,3
27,10,3
30,16,3
33,3,3
38,38,3
40,6,3
44,4,3
47,21,3
52,21,3
53,36,3
54,5,3
62,6,3
76,1,3
10,14,4
14,3,4
19,42,4
21,1,4
22,47,4
37,18,4
41,11,4
50,17,4
64,21,4
68,12,4
72,21,4
74,64,4
7,8,5
15,11,5
23,32,5
26,24,5
29,11,5
31,2,5
43,8,5
46,13,5
56,28,5
59,9,5
63,3,5
65,3,5
67,6,5
70,4,5
73,15,5
75,12,5
77,30,5
78,15,5
79,41,5
