2,3,1
20,1,1
36,5,1
40,15,1
48,18,1
52,28,1
53,30,1
67,4,1
68,21,1
69,12,1
70,60,1
72,31,1
73,25,1
74,5,1
75,8,1
79,10,1
9,1,2
10,54,2
15,40,2
17,21,2
19,28,2
24,10,2
33,9,2
38,5,2
39,23,2
41,15,2
47,6,2
50,6,2
60,14,2
71,31,2
78,13,2
5,17,3
6,14,3
7,11,3
16,13,3
26,82,3
34,10,3
43,8,3
44,41,3
45,19,3
51,26,3
55,11,3
62,9,3
63,11,3
80,5,3
1,3,4
4,53,4
11,2,4
12,31,4
13,10,4
23,1,4
25,24,4
27,17,4
31,2,4
35,7,4
37,5,4
58,13,4
61,6,4
65,42,4
77,58,4
3,13,5
8,8,5
14,35,5
18,5,5
21,20,5
22,1,5
28,4,5
29,3,5
30,14,5
32,22,5
42,6,5
46,35,5
49,13,5
54,1,5
56,6,5
57,13,5
59,12,5
64,6,5
66,31,5
76,23,5
