7,11,1
10,2,1
13,4,1
21,21,1
23,2,1
27,11,1
30,6,1
32,17,1
35,14,1
39,8,1
41,3,1
63,5,1
65,12,1
69,8,1
71,18,1
72,7,1
74,8,1
76,8,1
77,4,1
79,60,1
80,6,1
5,4,2
6,27,2
16,19,2
17,71,2
19,1,2
33,11,2
37,14,2
38,1,2
45,14,2
64,25,2
73,33,2
75,15,2
1,14,3
3,16,3
4,7,3
9,8,3
11,5,3
24,11,3
25,7,3
28,5,3
29,19,3
34,9,3
43,8,3
44,3,3
46,28,3
50,11,3
55,14,3
56,33,3
58,21,3
67,19,3
2,31,4
8,11,4
14,11,4
18,22,4
22,29,4
42,12,4
47,24,4
52,14,4
53,2,4
54,48,4
68,16,4
70,16,4
12,7,5
15,13,5
20,4,5
26,1,5
31,4,5
36,17,5
40,15,5
48,7,5
49,1,5
51,16,5
57,23,5
59,10,5
60,19,5
61,23,5
62,62,5
66,6,5
78,10,5
