31,8,1
34,13,1
38,5,1
50,1,1
62,12,1
63,31,1
68,1,1
78,1,1
85,3,1
88,12,1
96,9,1
99,17,1
5,2,2
6,3,2
14,12,2
29,1,2
33,4,2
52,9,2
54,9,2
65,4,2
67,15,2
76,10,2
80,11,2
83,13,2
93,2,2
98,18,2
2,6,3
19,19,3
20,34,3
39,12,3
69,8,3
74,18,3
87,4,3
91,9,3
94,1,3
3,8,4
15,6,4
23,11,4
25,1,4
32,14,4
42,4,4
46,7,4
48,7,4
61,3,4
79,7,4
84,16,4
86,2,4
100,27,4
1,4,5
13,12,5
17,4,5
21,21,5
56,30,5
60,13,5
70,27,5
7,20,6
9,10,6
12,3,6
18,8,6
43,2,6
44,4,6
47,10,6
59,16,6
66,27,6
95,11,6
16,13,7
36,15,7
37,26,7
51,18,7
72,26,7
89,3,7
90,2,7
92,5,7
97,1,7
8,12,8
26,36,8
41,1,8
49,14,8
53,13,8
55,11,8
64,1,8
71,6,8
82,19,8
4,43,9
10,8,9
22,5,9
35,7,9
40,19,9
45,18,9
75,8,9
77,5,9
11,10,10
24,5,10
27,2,10
28,2,10
30,8,10
57,19,10
58,12,10
73,18,10
81,37,10
