51,71,71,58,33
47,37,9,32,6
95,91,4,70,81
89,71,68,60,33
97,82,25,74,11
69,89,59,7,24
82,92,54,100,46
57,99,43,91,36
17,62,100,46,81
37,11,77,48,40
89,99,8,42,87
61,93,60,54,38
12,19,68,25,6
67,59,18,46,70
88,84,30,23,77
28,54,68,76,1
30,72,14,36,99
76,9,22,21,4
21,67,4,56,58
4,1,45,93,30
35,45,64,3,51
77,77,97,93,84
70,95,83,16,31
58,13,100,93,42
44,97,11,61,6
56,7,75,80,13
26,80,22,44,34
6,52,17,60,61
80,28,59,33,62
65,19,27,36,5
92,39,99,71,97
18,60,4,17,25
20,20,41,42,4
79,64,33,25,15
100,6,99,55,87
76,85,94,59,4
49,25,23,55,1
17,62,14,3,97
17,27,28,80,100
71,61,90,8,36
