48,90,37,15,77
76,73,27,20,64
86,54,72,60,58
39,68,35,60,44
3,87,97,7,99
99,17,57,34,57
90,90,22,85,22
65,55,60,77,4
1,62,28,14,85
47,65,21,45,50
70,33,34,53,48
91,52,51,84,54
63,55,23,81,45
1,58,58,53,97
92,74,29,94,99
27,1,55,76,18
50,72,11,88,85
13,6,6,31,42
81,1,42,51,57
12,21,96,95,38
88,81,38,58,47
22,18,23,70,70
6,63,14,47,82
72,41,39,44,51
85,18,33,62,56
24,37,97,76,63
96,83,17,56,30
43,68,53,45,93
86,66,79,4,12
94,85,7,80,14
91,77,2,70,29
3,67,8,60,29
51,40,99,10,43
92,90,58,49,81
17,98,29,84,62
95,92,90,88,84
33,66,15,52,35
32,98,86,7,88
88,44,91,98,59
42,9,99,67,49
