16,23,32,32,90
33,75,52,63,7
47,20,2,39,77
3,73,48,56,74
56,49,50,88,52
80,27,82,38,11
16,34,24,85,39
78,76,74,99,51
95,32,58,74,39
20,17,28,7,56
3,87,71,75,5
51,5,81,57,46
7,46,60,86,49
66,14,64,60,75
92,93,37,59,97
96,59,34,61,5
2,91,99,1,72
40,25,71,34,87
87,17,35,37,81
7,41,29,61,27
22,71,30,19,86
81,66,46,81,21
2,87,41,20,74
96,44,3,89,42
62,89,83,31,59
87,39,2,19,57
14,65,36,39,67
65,4,73,55,45
82,10,92,71,18
60,20,51,62,19
80,61,94,20,80
8,10,70,33,36
44,69,31,61,76
76,69,21,5,13
20,86,70,24,67
50,65,55,76,49
90,90,25,34,84
34,31,22,90,33
94,56,37,92,2
10,88,13,23,60
