78,85,76,79,42
38,60,83,28,85
2,91,80,1,60
46,35,38,59,64
72,30,2,61,37
79,53,81,22,79
35,39,86,24,72
5,67,73,17,84
43,97,9,53,45
56,39,88,95,98
89,36,96,51,30
60,85,25,41,34
66,27,74,75,42
15,52,92,28,96
94,67,64,71,27
86,1,10,31,59
70,56,16,36,24
70,29,27,11,71
88,54,55,73,64
44,79,76,66,30
95,85,38,44,92
82,57,12,3,89
26,30,77,32,11
11,58,88,94,23
32,34,97,44,57
6,29,18,46,67
99,67,98,93,19
13,88,12,49,53
42,70,15,17,23
16,15,4,18,27
53,84,69,13,41
47,58,15,34,3
43,71,20,34,23
98,50,38,66,78
64,81,14,99,35
32,17,96,13,56
2,48,79,15,9
71,19,6,50,61
64,15,25,19,23
79,98,94,17,42
