90,73,24,7,79
62,5,62,46,97
33,32,95,91,83
1,30,20,71,62
19,35,92,10,94
56,4,83,69,6
57,56,42,6,82
14,22,33,9,6
55,6,80,65,48
11,37,52,93,31
2,46,91,53,9
90,96,50,88,80
69,98,25,45,69
43,88,70,13,3
30,94,27,78,38
41,55,38,2,44
83,27,3,61,15
22,73,84,34,15
46,7,15,40,61
20,92,63,27,83
67,61,81,58,2
69,27,38,82,15
1,7,24,74,23
22,16,25,31,9
58,99,44,92,1
33,98,79,51,12
34,77,81,81,20
36,74,45,16,40
8,42,74,51,46
4,78,38,63,17
17,8,19,8,28
42,63,83,93,3
8,26,78,44,39
47,13,95,45,50
78,49,84,20,24
48,79,17,80,32
60,96,87,79,76
66,29,56,37,23
74,29,52,83,35
9,16,89,63,30
