28,57,95,13,70
36,93,1,10,15
53,82,69,56,12
24,82,73,16,11
68,70,99,9,31
3,34,24,5,34
17,37,50,20,21
47,22,45,51,57
86,21,12,8,57
17,77,59,27,30
64,73,61,41,38
6,61,42,24,74
17,84,44,56,79
46,77,18,24,45
9,93,39,34,42
74,45,59,18,58
35,32,60,99,62
4,74,29,22,41
81,59,6,90,34
20,27,77,48,34
38,75,66,55,86
78,39,21,10,4
69,92,69,31,74
67,53,18,1,36
9,89,2,70,9
86,60,30,45,64
99,53,95,39,71
90,34,83,39,76
84,20,50,67,47
8,32,68,65,1
94,81,5,18,45
81,56,62,67,56
2,87,62,75,49
38,88,97,97,67
52,56,78,51,93
93,44,99,29,80
42,13,78,35,97
79,50,37,85,85
9,9,25,98,32
18,91,58,12,70
