13,6,1
27,32,1
38,14,1
42,13,1
46,11,1
52,2,1
65,14,1
66,15,1
75,4,1
100,10,1
104,16,1
106,3,1
126,19,1
150,6,1
161,7,1
169,2,1
181,11,1
189,2,1
9,12,2
12,3,2
22,1,2
23,6,2
30,2,2
43,20,2
56,9,2
63,25,2
71,17,2
72,9,2
77,15,2
98,4,2
112,7,2
117,4,2
165,11,2
171,20,2
176,19,2
180,2,2
198,3,2
1,10,3
5,8,3
16,5,3
24,8,3
34,4,3
39,11,3
58,29,3
74,1,3
99,17,3
103,5,3
107,15,3
115,21,3
116,10,3
128,4,3
133,6,3
140,5,3
167,26,3
193,3,3
7,1,4
10,1,4
19,7,4
26,3,4
36,3,4
47,9,4
61,6,4
114,2,4
121,5,4
130,18,4
132,7,4
134,28,4
149,25,4
152,3,4
158,7,4
183,3,4
190,9,4
194,15,4
200,36,4
14,4,5
18,1,5
33,15,5
37,5,5
78,38,5
84,3,5
87,13,5
88,14,5
95,6,5
118,7,5
123,1,5
125,15,5
136,9,5
138,8,5
147,2,5
156,10,5
157,1,5
159,7,5
160,3,5
163,4,5
164,1,5
173,1,5
178,20,5
8,12,6
28,8,6
35,6,6
45,3,6
54,18,6
67,3,6
68,13,6
73,7,6
89,2,6
90,1,6
97,5,6
108,8,6
135,12,6
139,9,6
144,13,6
146,4,6
170,7,6
172,4,6
174,2,6
182,5,6
184,10,6
187,6,6
196,30,6
3,15,7
17,20,7
25,2,7
40,13,7
49,47,7
60,13,7
76,12,7
81,1,7
102,4,7
110,6,7
142,5,7
162,13,7
179,13,7
186,9,7
188,4,7
195,12,7
11,5,8
15,13,8
20,3,8
31,1,8
50,25,8
53,10,8
59,8,8
70,21,8
82,12,8
86,3,8
96,5,8
109,10,8
113,6,8
122,1,8
124,1,8
131,12,8
148,10,8
153,9,8
175,25,8
177,9,8
2,10,9
21,8,9
41,23,9
44,13,9
51,10,9
80,2,9
83,3,9
85,6,9
91,9,9
92,5,9
94,3,9
119,15,9
120,1,9
129,2,9
137,4,9
141,28,9
143,4,9
151,2,9
155,4,9
166,1,9
168,17,9
197,18,9
4,23,10
6,30,10
29,5,10
32,4,10
48,3,10
55,2,10
57,6,10
62,3,10
64,5,10
69,12,10
79,14,10
93,9,10
101,13,10
105,1,10
111,6,10
127,3,10
145,1,10
154,7,10
185,3,10
191,15,10
192,9,10
199,15,10
