40,91,14,74,20
82,60,22,31,31
49,24,16,50,75
57,33,7,25,16
62,4,94,34,77
89,27,54,49,38
11,57,15,13,80
11,90,96,11,69
56,35,8,32,5
2,66,92,83,44
89,82,5,50,71
55,73,94,74,7
4,26,48,78,50
13,46,78,11,28
59,56,92,45,13
70,19,86,51,29
60,71,90,89,80
20,66,82,22,64
75,1,58,64,62
44,52,13,56,4
21,27,65,90,51
27,84,55,29,71
2,31,20,82,98
32,44,11,42,71
93,22,7,13,7
80,72,71,27,1
11,96,96,50,25
41,92,5,58,52
89,74,19,71,21
6,63,10,12,90
7,34,36,21,4
17,67,71,66,28
19,11,38,34,41
61,33,9,62,76
14,87,67,90,73
58,66,30,36,17
66,14,40,47,60
82,1,83,66,7
8,38,70,65,43
74,49,62,57,15
3,65,15,96,12
14,8,96,12,31
66,37,8,34,36
91,42,3,50,59
43,14,69,85,33
84,42,28,99,56
43,64,28,24,30
9,95,54,46,7
38,42,49,43,1
70,47,11,82,48
38,25,75,45,16
31,57,41,14,33
53,94,55,2,7
34,63,55,48,87
54,71,14,48,37
89,79,33,91,81
95,99,53,42,23
33,52,21,57,65
45,91,81,51,10
47,65,69,40,19
76,64,88,46,23
69,74,80,89,62
5,78,85,72,52
80,25,96,43,42
12,11,16,21,45
17,67,33,25,6
96,67,19,34,67
70,26,83,16,43
8,77,22,52,13
27,88,20,16,15
18,71,79,34,31
7,80,32,39,47
46,33,30,68,57
8,44,97,27,19
59,15,38,18,51
8,73,25,22,81
4,89,37,84,31
74,29,63,83,10
60,72,53,92,69
6,64,54,98,69
