90,20,16,72,16
24,85,33,47,45
4,86,58,47,50
39,92,35,69,69
8,23,45,21,48
8,53,67,83,62
10,58,38,82,8
27,88,8,30,39
66,1,44,60,5
74,99,29,14,17
5,53,16,92,97
54,76,4,83,29
3,70,58,76,85
64,39,45,3,21
12,57,91,100,11
43,10,74,59,23
28,37,32,52,55
28,10,54,79,25
93,70,88,42,47
96,11,17,25,88
76,52,68,1,90
83,75,69,47,52
33,73,48,95,32
5,87,89,41,66
70,39,13,49,47
32,70,47,80,24
24,46,10,81,84
59,4,74,94,11
43,66,28,68,11
47,83,16,84,21
60,87,62,57,2
85,15,58,53,61
61,21,3,74,7
6,31,83,55,38
66,31,54,58,48
100,10,38,82,91
45,19,89,18,55
31,68,38,47,61
32,67,35,77,40
96,36,6,78,61
16,76,25,11,59
77,16,83,28,50
83,55,91,44,8
86,39,4,13,57
13,15,56,35,31
16,75,24,16,13
97,63,21,49,65
15,34,56,49,68
26,65,49,87,77
28,47,81,17,22
69,88,94,87,95
62,28,21,73,79
87,59,36,29,53
64,12,5,30,91
91,16,82,35,17
33,90,100,40,28
37,92,94,59,67
14,96,42,96,85
46,32,84,61,9
11,33,45,21,95
25,1,29,81,53
24,75,6,50,97
47,90,20,22,3
30,35,37,21,60
80,92,59,42,3
28,58,44,46,98
74,51,10,82,6
35,94,50,12,15
31,67,94,79,70
76,79,53,98,4
16,78,85,77,63
67,34,32,21,98
43,34,90,66,15
89,76,93,64,63
87,71,75,18,12
48,26,1,53,51
41,66,64,91,30
73,63,32,82,15
46,71,95,85,41
94,36,82,33,31
