73,42,22,49,54
15,81,53,40,65
73,57,23,95,95
91,76,84,2,19
20,10,42,8,20
41,32,20,2,25
32,34,6,99,67
90,61,99,66,94
60,48,67,71,30
78,74,62,45,30
74,13,77,20,63
16,56,93,27,52
23,13,17,84,43
46,97,56,3,97
64,23,16,47,28
78,55,9,56,81
13,55,41,72,25
11,80,64,83,58
13,9,69,21,23
32,63,72,66,78
39,63,94,32,61
59,97,59,72,71
17,93,91,87,41
94,27,32,78,46
28,61,5,74,81
71,63,84,96,96
96,52,59,25,83
72,46,50,45,33
93,31,48,18,31
37,80,28,18,42
44,51,55,70,60
52,75,61,12,79
38,5,31,98,19
38,41,51,56,74
8,40,4,52,1
2,93,69,43,36
90,19,77,10,90
63,56,79,56,85
34,65,62,46,97
11,83,86,6,85
7,37,49,50,78
87,21,88,80,68
34,35,21,14,82
54,49,1,60,53
74,7,63,73,92
83,73,72,21,61
36,83,95,6,13
88,9,60,41,6
27,60,88,33,9
58,8,76,49,19
11,59,20,22,34
79,99,11,55,59
27,69,49,53,47
18,91,48,40,60
27,98,72,74,8
98,44,92,57,33
20,16,31,73,90
52,35,42,32,22
20,80,69,14,91
61,84,67,82,4
41,54,3,34,18
7,61,28,39,57
24,81,62,73,40
34,84,31,96,14
93,94,74,5,39
9,49,14,56,86
46,8,13,9,97
9,20,66,68,6
30,83,73,38,71
59,40,87,72,58
60,18,75,40,71
80,58,31,59,63
75,2,27,10,74
25,59,12,75,56
60,15,6,29,17
91,22,5,87,77
28,68,92,36,13
47,74,80,94,51
59,70,5,69,1
14,32,11,98,82
